HH MM       Wp      kak      lrm      wmq      izn      fur      ebr      tdc      sjg      tuc      hon      cnb   n
08 35    0.047    0.053    0.092  999.000    0.112    0.157    0.095  999.000    0.030    0.030    0.023    0.089   3
08 36    0.067    0.055    0.076  999.000    0.104    0.198    0.079  999.000    0.028    0.054    0.035    0.111   3
08 37    0.083    0.075    0.103  999.000    0.204    0.319    0.089  999.000    0.043    0.054    0.038    0.157   3
08 38    0.098    0.073    0.089  999.000    0.173    0.250    0.097  999.000    0.046    0.120    0.077    0.123   4
08 39    0.100    0.083    0.065  999.000    0.076    0.181    0.052  999.000    0.052    0.160    0.081    0.078   4
08 40    0.055    0.051    0.099  999.000    0.070    0.160    0.078  999.000    0.018    0.065    0.042    0.064   4
08 41    0.060    0.083    0.098  999.000    0.089    0.157    0.108  999.000    0.021    0.036    0.028    0.094   4
08 42    0.044    0.073    0.084  999.000    0.090    0.162    0.095  999.000    0.035    0.019    0.021    0.065   4
08 43    0.043    0.055    0.090  999.000    0.089    0.132    0.056  999.000    0.055    0.049    0.024    0.042   4
08 44    0.065    0.082    0.101  999.000    0.137    0.188    0.057  999.000    0.052    0.073    0.033    0.073   4
08 45    0.068    0.080    0.096  999.000    0.146    0.176    0.059  999.000    0.033    0.056    0.033    0.104   4
08 46    0.066    0.040    0.074  999.000    0.074    0.175    0.072  999.000    0.025    0.069    0.045    0.110   4
08 47    0.081    0.073    0.080  999.000    0.100    0.214    0.093  999.000    0.033    0.069    0.065    0.115   4
08 48    0.068    0.105    0.102  999.000    0.102    0.266    0.090  999.000    0.023    0.033    0.037    0.096   4
08 49    0.045    0.063    0.057  999.000    0.087    0.239    0.065  999.000    0.030    0.026    0.023    0.069   4
08 50    0.046    0.054    0.073  999.000    0.105    0.164    0.095  999.000    0.051    0.053    0.034    0.044   4
08 51    0.055    0.070    0.087  999.000    0.047    0.108    0.060  999.000    0.051    0.045    0.027    0.078   4
08 52    0.073    0.098    0.114  999.000    0.105    0.223    0.086  999.000    0.036    0.045    0.015    0.136   4
08 53    0.087    0.116    0.095  999.000    0.093    0.153    0.089  999.000    0.029    0.056    0.030    0.147   4
08 54    0.045    0.055    0.057  999.000    0.139    0.088    0.029  999.000    0.037    0.033    0.045    0.049   4
08 55    0.037    0.031    0.080  999.000    0.075    0.079    0.034  999.000    0.031    0.024    0.049    0.045   4
08 56    0.049    0.069    0.058  999.000    0.061    0.065    0.086  999.000    0.019    0.030    0.025    0.072   4
08 57    0.051    0.078    0.103  999.000    0.131    0.182    0.107  999.000    0.017    0.047    0.032    0.048   4
08 58    0.067    0.035    0.112  999.000    0.113    0.265    0.117  999.000    0.037    0.063    0.044    0.127   4
08 59    0.065    0.043    0.106  999.000    0.112    0.130    0.058  999.000    0.038    0.047    0.030    0.140   4
09 00    0.061    0.065    0.095  999.000    0.120    0.123    0.101  999.000    0.019    0.039    0.041    0.100   4
09 01    0.048    0.043    0.072  999.000    0.096    0.205    0.102  999.000    0.013    0.033    0.041    0.077   4
09 02    0.049    0.047    0.053  999.000    0.118    0.287    0.089  999.000    0.016    0.043    0.044    0.060   4
09 03    0.044    0.047    0.025  999.000    0.079    0.186    0.076  999.000    0.033    0.062    0.034    0.034   4
09 04    0.046    0.079    0.046  999.000    0.081    0.179    0.082  999.000    0.029    0.048    0.018    0.038   4
09 05    0.069    0.099    0.120  999.000    0.116    0.242    0.118  999.000    0.039    0.052    0.020    0.106   4
09 06    0.081    0.079    0.119  999.000    0.212    0.318    0.159  999.000    0.076    0.084    0.036    0.126   4
09 07    0.076    0.035    0.096  999.000    0.226    0.288    0.194  999.000    0.072    0.118    0.045    0.104   4
09 08    0.064    0.071    0.081  999.000    0.158    0.215    0.137  999.000    0.034    0.066    0.046    0.073   4
09 09    0.051    0.065    0.070  999.000    0.098    0.160    0.134  999.000    0.028    0.040    0.030    0.067   4
09 10    0.036    0.044    0.074  999.000    0.118    0.120    0.117  999.000    0.042    0.029    0.024    0.047   4
09 11    0.052    0.053    0.075  999.000    0.095    0.104    0.070  999.000    0.048    0.060    0.024    0.072   4
09 12    0.069    0.083    0.059  999.000    0.079    0.163    0.065  999.000    0.036    0.062    0.033    0.097   4
09 13    0.060    0.073    0.063  999.000    0.099    0.180    0.049  999.000    0.022    0.065    0.037    0.064   4
09 14    0.036    0.041    0.056  999.000    0.081    0.132    0.076  999.000    0.018    0.040    0.028    0.033   4
09 15    0.029    0.036    0.065  999.000    0.091    0.099    0.149  999.000    0.026    0.020    0.014    0.045   4
09 16    0.045    0.059    0.052  999.000    0.060    0.123    0.186  999.000    0.023    0.039    0.013    0.072   4
09 17    0.061    0.064    0.099  999.000    0.096    0.158    0.096  999.000    0.033    0.039    0.017    0.126   4
09 18    0.052    0.056    0.079  999.000    0.117    0.201    0.106  999.000    0.054    0.027    0.026    0.097   4
09 19    0.067    0.077    0.064  999.000    0.111    0.164    0.154  999.000    0.056    0.035    0.038    0.119   4
09 20    0.059    0.086    0.050  999.000    0.113    0.127    0.160  999.000    0.040    0.045    0.034    0.069   4
09 21    0.069    0.068    0.074  999.000    0.123    0.097    0.125  999.000    0.040    0.070    0.045    0.093   4
09 22    0.065    0.048    0.076  999.000    0.122    0.215    0.154  999.000    0.022    0.079    0.055    0.076   4
09 23    0.049    0.042    0.080  999.000    0.085    0.270    0.113  999.000    0.048    0.048    0.020    0.085   4
09 24    0.061    0.053    0.087  999.000    0.125    0.184    0.174  999.000    0.048    0.046    0.041    0.102   4
09 25    0.080    0.080    0.111  999.000    0.094    0.127    0.168  999.000    0.069    0.043    0.048    0.151   4
09 26    0.074    0.076    0.083  999.000    0.069    0.138    0.110  999.000    0.048    0.069    0.044    0.106   4
09 27    0.055    0.048    0.049  999.000    0.066    0.081    0.064  999.000    0.044    0.074    0.038    0.058   4
09 28    0.051    0.036    0.036  999.000    0.102    0.162    0.072  999.000    0.047    0.064    0.032    0.073   4
09 29    0.040    0.036    0.041  999.000    0.095    0.157    0.077  999.000    0.034    0.047    0.026    0.052   4
09 30    0.049    0.044    0.045  999.000    0.101    0.098    0.091  999.000    0.045    0.043    0.028    0.081   4
09 31    0.056    0.068    0.059  999.000    0.119    0.143    0.153  999.000    0.037    0.046    0.036    0.073   4
09 32    0.042    0.069    0.049  999.000    0.128    0.259    0.152  999.000    0.036    0.033    0.018    0.048   4
09 33    0.044    0.073    0.045  999.000    0.170    0.257    0.169  999.000    0.033    0.046    0.020    0.036   4
09 34    0.041    0.048    0.060  999.000    0.166    0.277    0.125  999.000    0.052    0.046    0.028    0.042   4
09 35    0.036    0.032    0.041  999.000    0.112    0.219    0.070  999.000    0.044    0.049    0.025    0.037   4
09 36    0.037    0.025    0.047  999.000    0.118    0.212    0.088  999.000    0.044    0.056    0.020    0.045   4
09 37    0.039    0.033    0.053  999.000    0.206    0.355    0.181  999.000    0.031    0.054    0.013    0.057   4
09 38    0.040    0.047    0.080  999.000    0.237    0.408    0.178  999.000    0.038    0.035    0.015    0.062   4
09 39    0.038    0.044    0.059  999.000    0.082    0.149    0.104  999.000    0.035    0.025    0.015    0.068   4
09 40    0.037    0.053    0.061  999.000    0.171    0.294    0.138  999.000    0.028    0.024    0.022    0.046   4
09 41    0.050    0.057    0.121  999.000    0.185    0.263    0.110  999.000    0.047    0.046    0.037    0.060   4
09 42    0.078    0.126    0.101  999.000    0.162    0.277    0.089  999.000    0.059    0.075    0.050    0.061   4
09 43    0.048    0.064    0.055  999.000    0.127    0.254    0.102  999.000    0.045    0.047    0.034    0.047   4
09 44    0.045    0.055    0.047  999.000    0.119    0.161    0.083  999.000    0.029    0.032    0.024    0.069   4
09 45    0.057    0.080    0.062  999.000    0.114    0.117    0.072  999.000    0.017    0.059    0.040    0.049   4
09 46    0.046    0.056    0.064  999.000    0.094    0.145    0.103  999.000    0.015    0.049    0.038    0.042   4
09 47    0.035    0.037    0.058  999.000    0.084    0.142    0.120  999.000    0.031    0.025    0.020    0.057   4
09 48    0.031    0.032    0.034  999.000    0.072    0.112    0.147  999.000    0.036    0.028    0.018    0.047   4
09 49    0.034    0.038    0.043  999.000    0.094    0.085    0.107  999.000    0.027    0.032    0.023    0.042   4
09 50    0.038    0.051    0.065  999.000    0.099    0.133    0.069  999.000    0.042    0.033    0.022    0.048   4
09 51    0.036    0.062    0.061  999.000    0.104    0.158    0.064  999.000    0.088    0.028    0.022    0.031   4
09 52    0.045    0.054    0.049  999.000    0.081    0.106    0.088  999.000    0.145    0.049    0.040    0.039   4
09 53    0.040    0.038    0.045  999.000    0.094    0.122    0.092  999.000    0.060    0.044    0.025    0.052   4
09 54    0.042    0.035    0.068  999.000    0.097    0.186    0.198  999.000    0.055    0.036    0.018    0.079   4
09 55    0.043    0.025    0.055  999.000    0.085    0.104    0.110  999.000    0.057    0.046    0.030    0.071   4
09 56    0.053    0.047    0.051  999.000    0.158    0.145    0.072  999.000    0.058    0.050    0.037    0.079   4
09 57    0.041    0.056    0.047  999.000    0.099    0.235    0.104  999.000    0.047    0.039    0.019    0.049   4
09 58    0.061    0.061    0.103  999.000    0.117    0.219    0.162  999.000    0.061    0.059    0.025    0.100   4
09 59    0.049    0.060    0.079  999.000    0.161    0.262    0.109  999.000    0.030    0.036    0.023    0.078   4
10 00    0.045    0.053    0.064  999.000    0.155    0.250    0.153  999.000    0.028    0.053    0.011    0.064   4
10 01    0.054    0.042    0.074  999.000    0.123    0.127    0.151  999.000    0.059    0.056    0.021    0.098   4
10 02    0.041    0.056    0.057  999.000    0.053    0.124    0.080  999.000    0.044    0.030    0.018    0.062   4
10 03    0.028    0.037    0.054  999.000    0.055    0.117    0.077  999.000    0.065    0.019    0.014    0.042   4
10 04    0.023    0.032    0.061  999.000    0.042    0.165    0.067  999.000    0.104    0.020    0.013    0.029   4
10 05    0.031    0.043    0.052  999.000    0.079    0.165    0.051  999.000    0.062    0.021    0.019    0.041   4
10 06    0.048    0.054    0.071  999.000    0.095    0.163    0.060  999.000    0.030    0.030    0.028    0.059   5
10 07    0.030    0.030    0.039  999.000    0.080    0.149    0.099  999.000    0.036    0.023    0.018    0.038   5
10 08    0.028    0.035    0.033  999.000    0.102    0.184    0.072  999.000    0.023    0.015    0.013    0.041   5
10 09    0.035    0.028    0.058  999.000    0.092    0.166    0.096  999.000    0.036    0.024    0.023    0.045   5
10 10    0.053    0.037    0.083  999.000    0.075    0.147    0.141  999.000    0.030    0.037    0.035    0.070   5
10 11    0.043    0.045    0.055  999.000    0.061    0.171    0.170  999.000    0.022    0.033    0.027    0.055   5
10 12    0.028    0.041    0.031  999.000    0.089    0.160    0.136  999.000    0.033    0.020    0.009    0.041   5
10 13    0.034    0.047    0.033  999.000    0.055    0.148    0.138  999.000    0.058    0.019    0.017    0.053   5
10 14    0.034    0.053    0.038  999.000    0.071    0.168    0.145  999.000    0.050    0.019    0.018    0.043   5
10 15    0.030    0.024    0.030  999.000    0.042    0.098    0.090  999.000    0.035    0.022    0.036    0.041   5
10 16    0.034    0.040    0.024  999.000    0.060    0.155    0.060  999.000    0.036    0.029    0.031    0.046   5
10 17    0.028    0.053    0.020  999.000    0.065    0.129    0.095  999.000    0.025    0.027    0.021    0.020   5
10 18    0.032    0.057    0.027  999.000    0.056    0.143    0.087  999.000    0.024    0.028    0.019    0.030   5
10 19    0.027    0.035    0.025  999.000    0.060    0.126    0.071  999.000    0.036    0.022    0.018    0.033   5
10 20    0.028    0.032    0.029  999.000    0.049    0.104    0.056  999.000    0.026    0.032    0.020    0.028   5
10 21    0.035    0.044    0.049  999.000    0.070    0.127    0.057  999.000    0.030    0.037    0.014    0.030   5
10 22    0.027    0.028    0.035  999.000    0.073    0.100    0.061  999.000    0.025    0.029    0.016    0.025   5
10 23    0.031    0.033    0.035  999.000    0.086    0.110    0.081  999.000    0.034    0.027    0.020    0.040   5
10 24    0.033    0.031    0.065  999.000    0.063    0.191    0.070  999.000    0.051    0.021    0.011    0.039   5
10 25    0.029    0.028    0.067  999.000    0.068    0.194    0.067  999.000    0.046    0.011    0.013    0.028   5
10 26    0.027    0.033    0.042  999.000    0.073    0.096    0.080  999.000    0.025    0.014    0.017    0.027   5
10 27    0.029    0.036    0.041  999.000    0.071    0.120    0.092  999.000    0.026    0.018    0.019    0.029   5
10 28    0.028    0.036    0.050  999.000    0.057    0.095    0.120  999.000    0.030    0.020    0.014    0.022   5
10 29    0.027    0.048    0.030  999.000    0.061    0.082    0.128  999.000    0.026    0.022    0.015    0.022   5
10 30    0.029    0.055    0.038  999.000    0.054    0.127    0.071  999.000    0.035    0.019    0.012    0.024   5
10 31    0.025    0.038    0.038  999.000    0.052    0.116    0.063  999.000    0.042    0.015    0.009    0.025   5
10 32    0.029    0.060    0.030  999.000    0.056    0.133    0.058  999.000    0.050    0.019    0.015    0.021   5
10 33    0.031    0.044    0.044  999.000    0.073    0.188    0.069  999.000    0.059    0.021    0.014    0.030   5
10 34    0.026    0.040    0.039  999.000    0.062    0.211    0.066  999.000    0.049    0.021    0.008    0.023   5
10 35    0.028    0.043    0.046  999.000    0.059    0.146    0.058  999.000    0.070    0.021    0.012    0.016   5
10 36    0.027    0.043    0.038  999.000    0.049    0.099    0.071  999.000    0.030    0.026    0.015    0.015   5
10 37    0.026    0.053    0.019  999.000    0.040    0.208    0.078  999.000    0.035    0.030    0.013    0.014   5
10 38    0.027    0.039    0.018  999.000    0.049    0.198    0.062  999.000    0.029    0.034    0.019    0.026   5
10 39    0.031    0.038    0.040  999.000    0.077    0.113    0.078  999.000    0.037    0.032    0.017    0.028   5
10 40    0.030    0.051    0.032  999.000    0.066    0.082    0.084  999.000    0.024    0.022    0.017    0.029   5
10 41    0.037    0.049    0.043  999.000    0.062    0.063    0.089  999.000    0.025    0.021    0.026    0.047   5
10 42    0.035    0.037    0.042  999.000    0.048    0.087    0.081  999.000    0.037    0.027    0.018    0.049   5
10 43    0.023    0.022    0.030  999.000    0.053    0.078    0.082  999.000    0.035    0.028    0.006    0.028   5
10 44    0.026    0.043    0.030  999.000    0.052    0.120    0.079  999.000    0.027    0.030    0.007    0.018   5
10 45    0.031    0.050    0.041  999.000    0.045    0.071    0.072  999.000    0.029    0.021    0.013    0.029   5
10 46    0.022    0.042    0.022  999.000    0.065    0.054    0.057  999.000    0.046    0.017    0.009    0.017   5
10 47    0.019    0.025    0.024  999.000    0.060    0.119    0.060  999.000    0.035    0.013    0.015    0.020   5
10 48    0.022    0.034    0.031  999.000    0.067    0.192    0.057  999.000    0.032    0.008    0.014    0.024   5
10 49    0.023    0.026    0.036  999.000    0.076    0.207    0.048  999.000    0.053    0.011    0.009    0.034   5
10 50    0.028    0.023    0.051  999.000    0.070    0.136    0.071  999.000    0.046    0.016    0.009    0.039   5
10 51    0.025    0.032    0.032  999.000    0.055    0.085    0.097  999.000    0.054    0.019    0.010    0.032   5
10 52    0.029    0.038    0.040  999.000    0.052    0.092    0.069  999.000    0.020    0.026    0.018    0.025   5
10 53    0.029    0.032    0.033  999.000    0.054    0.089    0.058  999.000    0.037    0.019    0.017    0.043   5
10 54    0.031    0.040    0.030  999.000    0.036    0.042    0.060  999.000    0.033    0.016    0.016    0.051   5
10 55    0.027    0.045    0.031  999.000    0.031    0.054    0.075  999.000    0.037    0.018    0.011    0.032   5
10 56    0.037    0.077    0.040  999.000    0.072    0.070    0.090  999.000    0.038    0.025    0.022    0.022   5
10 57    0.032    0.053    0.032  999.000    0.077    0.121    0.140  999.000    0.050    0.022    0.024    0.029   5
10 58    0.020    0.038    0.017  999.000    0.092    0.134    0.165  999.000    0.057    0.013    0.012    0.018   5
10 59    0.030    0.045    0.034  999.000    0.101    0.118    0.172  999.000    0.075    0.030    0.017    0.022   5
11 00    0.033    0.053    0.046  999.000    0.081    0.130    0.063  999.000    0.047    0.028    0.012    0.023   5
11 01    0.028    0.045    0.032  999.000    0.067    0.110    0.125  999.000    0.039    0.022    0.016    0.025   5
11 02    0.028    0.051    0.012  999.000    0.072    0.106    0.127  999.000    0.027    0.029    0.019    0.032   5
11 03    0.030    0.045    0.025  999.000    0.052    0.104    0.079  999.000    0.039    0.021    0.020    0.039   5
11 04    0.027    0.041    0.026  999.000    0.057    0.058    0.090  999.000    0.020    0.018    0.015    0.036   5
11 05    0.025    0.030    0.038  999.000    0.056    0.101    0.161  999.000    0.041    0.017    0.013    0.026   5
11 06    0.030    0.037    0.050  999.000    0.039    0.077    0.205  999.000    0.064    0.029    0.011    0.024   5
11 07    0.028    0.042    0.028  999.000    0.043    0.127    0.107  999.000    0.205    0.027    0.011    0.031   5
11 08    0.020    0.048    0.012  999.000    0.060    0.161    0.052  999.000    0.116    0.018    0.011    0.013   5
11 09    0.023    0.041    0.026  999.000    0.051    0.135    0.039  999.000    0.045    0.016    0.007    0.027   5
11 10    0.030    0.054    0.027  999.000    0.044    0.124    0.052  999.000    0.054    0.012    0.021    0.037   5
11 11    0.033    0.048    0.044  999.000    0.053    0.155    0.077  999.000    0.031    0.014    0.022    0.038   5
11 12    0.024    0.022    0.035  999.000    0.036    0.146    0.061  999.000    0.029    0.020    0.014    0.028   5
11 13    0.025    0.030    0.044  999.000    0.050    0.159    0.083  999.000    0.041    0.023    0.007    0.023   5
11 14    0.027    0.036    0.046  999.000    0.055    0.107    0.044  999.000    0.036    0.025    0.006    0.021   5
11 15    0.029    0.042    0.045  999.000    0.039    0.064    0.065  999.000    0.016    0.021    0.009    0.030   5
11 16    0.034    0.040    0.037  999.000    0.050    0.085    0.103  999.000    0.024    0.026    0.013    0.056   5
11 17    0.037    0.042    0.048  999.000    0.081    0.059    0.112  999.000    0.021    0.033    0.007    0.055   5
11 18    0.029    0.038    0.021  999.000    0.051    0.111    0.061  999.000    0.033    0.021    0.011    0.053   5
11 19    0.025    0.040    0.013  999.000    0.053    0.125    0.054  999.000    0.027    0.018    0.017    0.035   5
11 20    0.019    0.029    0.023  999.000    0.039    0.115    0.119  999.000    0.023    0.009    0.011    0.021   5
11 21    0.020    0.034    0.020  999.000    0.037    0.154    0.155  999.000    0.027    0.017    0.007    0.024   5
11 22    0.024    0.040    0.028  999.000    0.031    0.084    0.104  999.000    0.036    0.030    0.008    0.013   5
11 23    0.024    0.030    0.030  999.000    0.041    0.088    0.076  999.000    0.069    0.022    0.011    0.025   5
11 24    0.021    0.034    0.018  999.000    0.054    0.115    0.066  999.000    0.192    0.017    0.009    0.028   5
11 25    0.019    0.035    0.025  999.000    0.050    0.097    0.048  999.000    0.086    0.013    0.006    0.018   5
11 26    0.022    0.053    0.021  999.000    0.031    0.090    0.063  999.000    0.031    0.013    0.009    0.016   5
11 27    0.025    0.034    0.040  999.000    0.025    0.075    0.098  999.000    0.036    0.020    0.007    0.025   5
11 28    0.029    0.037    0.043  999.000    0.043    0.096    0.112  999.000    0.037    0.025    0.006    0.032   5
11 29    0.024    0.038    0.028  999.000    0.050    0.069    0.083  999.000    0.028    0.010    0.005    0.036   5
11 30    0.019    0.023    0.028  999.000    0.062    0.074    0.055  999.000    0.035    0.017    0.009    0.017   5
11 31    0.022    0.032    0.029  999.000    0.055    0.053    0.035  999.000    0.017    0.019    0.007    0.021   4
11 32    0.029    0.054    0.028  999.000    0.070    0.043    0.070  999.000    0.029    0.016    0.011    0.021   4
11 33    0.025    0.041    0.036  999.000    0.073    0.079    0.103  999.000    0.044    0.027    0.011    0.011   4
11 34    0.025    0.040    0.030  999.000    0.044    0.112    0.066  999.000    0.034    0.022    0.008    0.021   4
11 35    0.022    0.043    0.019  999.000    0.048    0.116    0.080  999.000    0.049    0.018    0.007    0.018   4
11 36    0.021    0.039    0.020  999.000    0.053    0.268    0.127  999.000    0.031    0.009    0.010    0.016   4
11 37    0.022    0.030    0.028  999.000    0.040    0.295    0.088  999.000    0.055    0.008    0.010    0.019   4
11 38    0.020    0.030    0.020  999.000    0.052    0.086    0.144  999.000    0.044    0.015    0.011    0.021   4
11 39    0.026    0.036    0.029  999.000    0.056    0.080    0.179  999.000    0.032    0.015    0.014    0.025   4
11 40    0.035    0.067    0.043  999.000    0.065    0.123    0.154  999.000    0.031    0.009    0.011    0.019   4
11 41    0.038    0.057    0.047  999.000    0.050    0.173    0.130  999.000    0.040    0.014    0.013    0.036   4
11 42    0.032    0.038    0.025  999.000    0.048    0.161    0.096  999.000    0.045    0.019    0.021    0.043   4
11 43    0.028    0.036    0.036  999.000    0.057    0.128    0.095  999.000    0.037    0.018    0.016    0.025   4
11 44    0.034    0.028    0.062  999.000    0.053    0.115    0.067  999.000    0.032    0.020    0.014    0.035   4
11 45    0.030    0.029    0.043  999.000    0.043    0.195    0.088  999.000    0.052    0.026    0.016    0.032   4
11 46    0.023    0.035    0.024  999.000    0.037    0.144    0.090  999.000    0.044    0.023    0.013    0.018   4
11 47    0.024    0.036    0.029  999.000    0.051    0.104    0.141  999.000    0.049    0.015    0.013    0.018   4
11 48    0.026    0.034    0.029  999.000    0.073    0.168    0.083  999.000    0.040    0.016    0.013    0.030   4
11 49    0.027    0.044    0.026  999.000    0.067    0.118    0.123  999.000    0.029    0.012    0.013    0.024   4
11 50    0.028    0.042    0.029  999.000    0.095    0.134    0.168  999.000    0.034    0.014    0.015    0.024   4
11 51    0.028    0.040    0.037  999.000    0.088    0.135    0.126  999.000    0.037    0.023    0.015    0.020   4
11 52    0.025    0.037    0.025  999.000    0.058    0.163    0.090  999.000    0.032    0.028    0.017    0.024   4
11 53    0.032    0.060    0.028  999.000    0.077    0.146    0.056  999.000    0.046    0.029    0.018    0.020   4
11 54    0.028    0.039    0.035  999.000    0.047    0.192    0.075  999.000    0.035    0.030    0.017    0.021   4
11 55    0.027    0.032    0.027  999.000    0.037    0.155    0.092  999.000    0.137    0.025    0.019    0.029   4
11 56    0.023    0.028    0.026  999.000    0.053    0.135    0.077  999.000    0.105    0.021    0.015    0.025   4
11 57    0.025    0.029    0.030  999.000    0.101    0.189    0.101  999.000    0.056    0.022    0.013    0.026   4
11 58    0.031    0.034    0.029  999.000    0.109    0.203    0.128  999.000    0.051    0.028    0.020    0.042   4
11 59    0.040    0.035    0.038  999.000    0.087    0.165    0.206  999.000    0.035    0.031    0.025    0.064   4
12 00    0.039    0.051    0.038  999.000    0.115    0.178    0.145  999.000    0.042    0.024    0.017    0.048   4
12 01    0.031    0.032    0.033  999.000    0.114    0.179    0.175  999.000    0.075    0.034    0.020    0.039   4
12 02    0.034    0.032    0.041  999.000    0.064    0.142    0.255  999.000    0.056    0.032    0.019    0.045   4
12 03    0.034    0.043    0.045  999.000    0.048    0.138    0.121  999.000    0.065    0.036    0.012    0.036   4
12 04    0.032    0.039    0.045  999.000    0.054    0.094    0.112  999.000    0.064    0.025    0.015    0.028   4
12 05    0.031    0.033    0.043  999.000    0.085    0.221    0.121  999.000    0.061    0.032    0.016    0.031   4
12 06    0.031    0.032    0.025  999.000    0.091    0.218    0.198  999.000    0.084    0.038    0.018    0.051   4
12 07    0.030    0.039    0.034  999.000    0.132    0.284    0.149  999.000    0.096    0.044    0.014    0.031   4
12 08    0.038    0.055    0.034  999.000    0.124    0.268    0.130  999.000    0.076    0.045    0.018    0.046   4
12 09    0.054    0.076    0.054  999.000    0.028    0.125    0.133  999.000    0.077    0.040    0.030    0.056   4
12 10    0.049    0.087    0.041  999.000    0.057    0.136    0.129  999.000    0.053    0.046    0.025    0.045   4
12 11    0.040    0.068    0.035  999.000    0.147    0.255    0.164  999.000    0.060    0.033    0.023    0.032   4
12 12    0.044    0.052    0.052  999.000    0.186    0.284    0.078  999.000    0.065    0.048    0.025    0.047   4
12 13    0.049    0.054    0.052  999.000    0.117    0.299    0.044  999.000    0.060    0.061    0.035    0.055   4
12 14    0.051    0.073    0.040  999.000    0.138    0.284    0.098  999.000    0.067    0.057    0.031    0.061   4
12 15    0.052    0.052    0.068  999.000    0.116    0.284    0.099  999.000    0.076    0.049    0.028    0.061   4
12 16    0.037    0.053    0.049  999.000    0.090    0.200    0.094  999.000    0.089    0.037    0.018    0.028   4
12 17    0.051    0.042    0.050  999.000    0.136    0.182    0.181  999.000    0.089    0.050    0.026    0.086   4
12 18    0.043    0.053    0.053  999.000    0.182    0.287    0.153  999.000    0.066    0.052    0.016    0.051   4
12 19    0.047    0.082    0.052  999.000    0.066    0.144    0.135  999.000    0.082    0.036    0.019    0.036   4
12 20    0.035    0.049    0.029  999.000    0.105    0.249    0.101  999.000    0.064    0.044    0.021    0.039   4
12 21    0.034    0.039    0.051  999.000    0.100    0.244    0.114  999.000    0.044    0.046    0.017    0.028   4
12 22    0.032    0.032    0.054  999.000    0.106    0.299    0.090  999.000    0.064    0.047    0.015    0.029   4
12 23    0.035    0.034    0.044  999.000    0.108    0.301    0.094  999.000    0.063    0.044    0.026    0.037   4
12 24    0.038    0.025    0.042  999.000    0.098    0.224    0.118  999.000    0.070    0.062    0.032    0.053   4
12 25    0.027    0.025    0.026  999.000    0.099    0.249    0.167  999.000    0.064    0.067    0.022    0.035   4
12 26    0.024    0.036    0.021  999.000    0.075    0.234    0.084  999.000    0.068    0.040    0.015    0.025   4
12 27    0.029    0.039    0.035  999.000    0.048    0.211    0.079  999.000    0.082    0.042    0.017    0.024   4
12 28    0.038    0.055    0.033  999.000    0.057    0.190    0.135  999.000    0.035    0.029    0.026    0.039   4
12 29    0.041    0.060    0.024  999.000    0.091    0.225    0.123  999.000    0.029    0.030    0.031    0.049   4
12 30    0.036    0.055    0.041  999.000    0.110    0.227    0.133  999.000    0.023    0.026    0.025    0.022   4
12 31    0.043    0.062    0.044  999.000    0.094    0.215    0.101  999.000    0.033    0.029    0.026    0.040   4
12 32    0.048    0.062    0.055  999.000    0.086    0.242    0.095  999.000    0.066    0.043    0.025    0.050   4
12 33    0.050    0.050    0.050  999.000    0.104    0.278    0.135  999.000    0.062    0.048    0.039    0.060   4
12 34    0.052    0.074    0.042  999.000    0.157    0.253    0.101  999.000    0.040    0.047    0.042    0.049   4
12 35    0.037    0.055    0.050  999.000    0.070    0.166    0.065  999.000    0.038    0.034    0.020    0.024   4
12 36    0.037    0.034    0.046  999.000    0.116    0.227    0.077  999.000    0.033    0.053    0.028    0.038   4
12 37    0.039    0.031    0.044  999.000    0.104    0.218    0.132  999.000    0.070    0.074    0.025    0.056   4
12 38    0.036    0.048    0.043  999.000    0.092    0.160    0.107  999.000    0.076    0.078    0.022    0.030   4
12 39    0.072    0.057    0.039  999.000    0.095    0.218    0.103  999.000    0.075    0.051    0.058    0.133   4
12 40    0.141    0.104    0.042  999.000    0.104    0.250    0.112  999.000    0.085    0.043    0.125    0.294   4
12 41    0.128    0.119    0.035  999.000    0.183    0.398    0.184  999.000    0.085    0.033    0.103    0.254   4
12 42    0.114    0.113    0.042  999.000    0.229    0.421    0.182  999.000    0.114    0.043    0.092    0.210   4
12 43    0.108    0.086    0.077  999.000    0.191    0.368    0.157  999.000    0.105    0.071    0.094    0.176   4
12 44    0.071    0.039    0.060  999.000    0.103    0.226    0.152  999.000    0.064    0.067    0.049    0.138   4
12 45    0.117    0.094    0.059  999.000    0.063    0.130    0.123  999.000    0.063    0.067    0.079    0.237   4
12 46    0.131    0.103    0.076  999.000    0.113    0.241    0.107  999.000    0.090    0.063    0.089    0.255   4
12 47    0.120    0.107    0.040  999.000    0.078    0.136    0.121  999.000    0.042    0.034    0.104    0.229   4
12 48    0.088    0.067    0.051  999.000    0.084    0.232    0.109  999.000    0.051    0.072    0.091    0.141   4
12 49    0.097    0.038    0.067  999.000    0.089    0.198    0.110  999.000    0.083    0.064    0.113    0.168   4
12 50    0.065    0.029    0.052  999.000    0.109    0.284    0.096  999.000    0.062    0.039    0.071    0.108   4
12 51    0.048    0.052    0.045  999.000    0.145    0.281    0.150  999.000    0.114    0.048    0.044    0.053   4
12 52    0.040    0.056    0.037  999.000    0.066    0.170    0.143  999.000    0.067    0.068    0.026    0.040   4
