HH MM       Wp      kak      lrm      wmq      izn      fur      ebr      tdc      sjg      tuc      hon      cnb   n
04 13    0.053    0.272    0.265  999.000  999.000    0.264    0.154    0.084    0.020    0.057    0.122    1.236   3
04 14    0.057    0.187    0.179  999.000  999.000    0.271    0.103    0.083    0.023    0.066    0.123    0.754   3
04 15    0.096    0.266    0.235  999.000  999.000    0.181    0.098    0.087    0.021    0.180    0.137    0.780   3
04 16    0.091    0.353    0.347  999.000  999.000    0.132    0.121    0.095    0.029    0.149    0.143    1.493   3
04 17    0.046    0.286    0.304  999.000  999.000    0.096    0.108    0.048    0.024    0.066    0.092    0.924   3
04 18    0.072    0.271    0.303  999.000  999.000    0.143    0.077    0.045    0.039    0.133    0.108    0.801   3
04 19    0.124    0.334    0.326  999.000  999.000    0.268    0.168    0.138    0.072    0.161    0.145    1.013   3
04 20    0.145    0.298    0.359  999.000  999.000    0.367    0.240    0.198    0.104    0.132    0.170    0.744   3
04 21    0.165    0.149    0.194  999.000  999.000    0.445    0.236    0.207    0.099    0.188    0.090    0.793   3
04 22    0.169    0.124    0.128  999.000  999.000    0.317    0.248    0.207    0.116    0.183    0.115    0.736   3
04 23    0.176    0.220    0.279  999.000  999.000    0.199    0.172    0.213    0.122    0.194    0.199    0.569   3
04 24    0.142    0.215    0.284  999.000  999.000    0.125    0.140    0.140    0.109    0.178    0.157    0.660   3
04 25    0.101    0.194    0.256  999.000  999.000    0.221    0.107    0.088    0.069    0.148    0.125    0.672   3
04 26    0.100    0.177    0.288  999.000  999.000    0.260    0.116    0.093    0.062    0.144    0.113    0.440   3
04 27    0.182    0.158    0.255  999.000  999.000    0.246    0.191    0.125    0.120    0.302    0.093    0.384   3
04 28    0.192    0.213    0.279  999.000  999.000    0.220    0.081    0.084    0.135    0.357    0.115    0.435   3
04 29    0.226    0.191    0.214  999.000  999.000    0.250    0.084    0.092    0.159    0.428    0.095    0.552   3
04 30    0.250    0.166    0.211  999.000  999.000    0.263    0.178    0.112    0.176    0.462    0.117    0.760   3
04 31    0.311    0.291    0.330  999.000  999.000    0.556    0.437    0.256    0.228    0.450    0.240    0.820   3
04 32    0.487    0.481    0.551  999.000  999.000    0.597    0.454    0.380    0.369    0.712    0.200    1.360   3
04 33    0.541    0.279    0.600  999.000  999.000    0.337    0.455    0.515    0.408    0.698    0.228    1.076   3
04 34    0.363    0.155    0.555  999.000  999.000    0.206    0.314    0.310    0.284    0.493    0.150    0.524   3
04 35    0.168    0.298    0.572  999.000  999.000    0.202    0.182    0.149    0.146    0.209    0.106    0.598   3
04 36    0.186    0.377    0.597  999.000  999.000    0.270    0.272    0.216    0.155    0.187    0.099    0.650   3
04 37    0.132    0.361    0.469  999.000  999.000    0.238    0.317    0.194    0.099    0.103    0.091    0.559   3
04 38    0.180    0.146    0.120  999.000  999.000    0.219    0.233    0.203    0.157    0.181    0.161    0.410   3
04 39    0.206    0.174    0.181  999.000  999.000    0.170    0.284    0.263    0.152    0.205    0.181    0.439   3
04 40    0.122    0.137    0.148  999.000  999.000    0.136    0.118    0.123    0.090    0.152    0.108    0.369   3
04 41    0.098    0.065    0.084  999.000  999.000    0.220    0.066    0.094    0.093    0.109    0.062    0.290   3
04 42    0.172    0.055    0.068  999.000  999.000    0.222    0.129    0.125    0.150    0.242    0.095    0.095   3
04 43    0.141    0.072    0.107  999.000  999.000    0.213    0.227    0.087    0.147    0.188    0.045    0.104   3
04 44    0.183    0.171    0.166  999.000  999.000    0.249    0.246    0.096    0.184    0.268    0.111    0.228   3
04 45    0.244    0.167    0.178  999.000  999.000    0.183    0.123    0.138    0.236    0.358    0.149    0.213   3
04 46    0.174    0.071    0.113  999.000  999.000    0.164    0.070    0.086    0.173    0.263    0.089    0.153   3
04 47    0.100    0.044    0.129  999.000  999.000    0.127    0.101    0.068    0.087    0.145    0.076    0.195   3
04 48    0.086    0.070    0.100  999.000  999.000    0.113    0.087    0.074    0.090    0.094    0.067    0.158   3
04 49    0.107    0.084    0.061  999.000  999.000    0.157    0.062    0.075    0.112    0.133    0.087    0.151   3
04 50    0.130    0.108    0.108  999.000  999.000    0.125    0.096    0.078    0.129    0.185    0.116    0.220   3
04 51    0.121    0.093    0.112  999.000  999.000    0.144    0.066    0.073    0.137    0.199    0.075    0.144   4
04 52    0.097    0.073    0.067  999.000  999.000    0.116    0.072    0.082    0.099    0.153    0.054    0.160   4
04 53    0.104    0.080    0.095  999.000  999.000    0.198    0.087    0.083    0.100    0.172    0.061    0.274   4
04 54    0.129    0.056    0.083  999.000  999.000    0.196    0.123    0.105    0.118    0.225    0.068    0.231   4
04 55    0.111    0.065    0.065  999.000  999.000    0.144    0.074    0.065    0.090    0.224    0.065    0.207   4
04 56    0.125    0.066    0.122  999.000  999.000    0.222    0.107    0.092    0.127    0.209    0.071    0.081   4
04 57    0.115    0.080    0.082  999.000  999.000    0.232    0.147    0.109    0.087    0.180    0.083    0.070   4
04 58    0.092    0.085    0.085  999.000  999.000    0.179    0.142    0.152    0.060    0.088    0.067    0.119   4
04 59    0.066    0.067    0.043  999.000  999.000    0.078    0.077    0.100    0.055    0.060    0.050    0.078   4
05 00    0.077    0.093    0.081  999.000  999.000    0.076    0.058    0.075    0.061    0.126    0.047    0.102   4
05 01    0.048    0.071    0.079  999.000  999.000    0.076    0.058    0.036    0.034    0.076    0.044    0.073   4
05 02    0.109    0.154    0.077  999.000  999.000    0.133    0.051    0.085    0.099    0.152    0.101    0.291   4
05 03    0.172    0.149    0.123  999.000  999.000    0.207    0.115    0.123    0.165    0.275    0.123    0.301   4
05 04    0.142    0.097    0.200  999.000  999.000    0.187    0.114    0.103    0.116    0.216    0.133    0.210   4
05 05    0.107    0.103    0.184  999.000  999.000    0.205    0.115    0.093    0.079    0.146    0.109    0.183   4
05 06    0.083    0.077    0.094  999.000  999.000    0.110    0.112    0.087    0.046    0.154    0.044    0.086   4
05 07    0.109    0.039    0.060  999.000  999.000    0.074    0.125    0.096    0.065    0.232    0.044    0.054   4
05 08    0.069    0.030    0.064  999.000  999.000    0.082    0.060    0.062    0.068    0.102    0.043    0.063   4
05 09    0.046    0.026    0.057  999.000  999.000    0.118    0.023    0.053    0.049    0.055    0.028    0.079   4
05 10    0.054    0.046    0.044  999.000  999.000    0.130    0.102    0.065    0.059    0.062    0.031    0.080   4
05 11    0.096    0.071    0.100  999.000  999.000    0.205    0.101    0.081    0.142    0.125    0.034    0.085   4
05 12    0.156    0.061    0.088  999.000  999.000    0.170    0.056    0.070    0.353    0.159    0.044    0.104   4
05 13    0.132    0.079    0.120  999.000  999.000    0.169    0.060    0.063    0.194    0.205    0.065    0.107   4
05 14    0.199    0.097    0.140  999.000  999.000    0.131    0.077    0.093    0.213    0.378    0.112    0.101   4
05 15    0.180    0.121    0.148  999.000  999.000    0.155    0.107    0.090    0.154    0.282    0.106    0.142   3
05 16    0.213    0.140    0.145  999.000  999.000    0.180    0.167    0.202    0.201    0.298    0.139    0.164   3
05 17    0.205    0.093    0.140  999.000  999.000    0.100    0.106    0.174    0.191    0.302    0.120    0.173   3
05 18    0.232    0.136    0.147  999.000  999.000    0.050    0.058    0.178    0.196    0.362    0.137    0.141   3
05 19    0.125    0.154    0.107  999.000  999.000    0.103    0.091    0.090    0.090    0.195    0.090    0.181   3
05 20    0.094    0.089    0.075  999.000  999.000    0.112    0.051    0.070    0.089    0.128    0.066    0.143   3
05 21    0.090    0.057    0.086  999.000  999.000    0.171    0.055    0.073    0.075    0.139    0.058    0.079   3
05 22    0.151    0.084    0.094  999.000  999.000    0.185    0.127    0.152    0.126    0.232    0.094    0.153   3
05 23    0.141    0.075    0.074  999.000  999.000    0.200    0.136    0.140    0.128    0.221    0.073    0.188   3
05 24    0.088    0.081    0.110  999.000  999.000    0.134    0.118    0.149    0.081    0.094    0.090    0.195   3
05 25    0.061    0.085    0.100  999.000  999.000    0.090    0.077    0.092    0.046    0.067    0.069    0.152   3
05 26    0.095    0.078    0.097  999.000  999.000    0.083    0.108    0.089    0.067    0.148    0.070    0.122   3
05 27    0.155    0.129    0.130  999.000  999.000    0.137    0.070    0.087    0.126    0.241    0.098    0.118   3
05 28    0.167    0.107    0.092  999.000  999.000    0.171    0.060    0.152    0.148    0.236    0.118    0.123   3
05 29    0.082    0.049    0.094  999.000  999.000    0.107    0.075    0.068    0.067    0.122    0.059    0.143   3
05 30    0.086    0.059    0.110  999.000  999.000    0.096    0.094    0.058    0.062    0.161    0.034    0.245   3
05 31    0.083    0.052    0.115  999.000  999.000    0.128    0.065    0.063    0.043    0.163    0.042    0.195   3
05 32    0.049    0.055    0.080  999.000  999.000    0.073    0.058    0.056    0.044    0.061    0.042    0.224   3
05 33    0.048    0.055    0.044  999.000  999.000    0.089    0.089    0.065    0.039    0.060    0.044    0.122   3
05 34    0.029    0.082    0.077  999.000  999.000    0.085    0.099    0.056    0.025    0.023    0.037    0.117   3
05 35    0.029    0.059    0.083  999.000  999.000    0.110    0.080    0.069    0.027    0.033    0.028    0.095   3
05 36    0.041    0.073    0.085  999.000  999.000    0.176    0.168    0.096    0.046    0.033    0.044    0.071   3
05 37    0.049    0.115    0.138  999.000  999.000    0.205    0.197    0.088    0.039    0.071    0.038    0.243   3
05 38    0.057    0.159    0.176  999.000  999.000    0.189    0.171    0.098    0.052    0.081    0.039    0.356   3
05 39    0.060    0.079    0.083  999.000  999.000    0.196    0.104    0.070    0.057    0.091    0.034    0.392   3
05 40    0.095    0.067    0.087  999.000  999.000    0.213    0.131    0.090    0.095    0.143    0.048    0.375   3
05 41    0.158    0.100    0.098  999.000  999.000    0.085    0.137    0.119    0.154    0.222    0.099    0.196   3
05 42    0.187    0.158    0.169  999.000  999.000    0.095    0.062    0.116    0.163    0.284    0.114    0.266   3
05 43    0.127    0.230    0.225  999.000  999.000    0.117    0.024    0.046    0.070    0.239    0.072    0.346   3
05 44    0.086    0.145    0.097  999.000  999.000    0.144    0.034    0.040    0.050    0.158    0.051    0.218   3
05 45    0.080    0.113    0.095  999.000  999.000    0.160    0.076    0.040    0.056    0.134    0.051    0.277   3
05 46    0.089    0.069    0.066  999.000  999.000    0.164    0.071    0.043    0.077    0.127    0.064    0.183   3
05 47    0.079    0.109    0.129  999.000  999.000    0.229    0.128    0.053    0.073    0.094    0.070    0.156   3
05 48    0.068    0.154    0.147  999.000  999.000    0.138    0.076    0.050    0.038    0.079    0.088    0.198   3
05 49    0.042    0.083    0.128  999.000  999.000    0.177    0.135    0.093    0.034    0.040    0.051    0.202   3
05 50    0.063    0.037    0.075  999.000  999.000    0.061    0.086    0.074    0.061    0.094    0.033    0.109   3
05 51    0.082    0.058    0.071  999.000  999.000    0.083    0.035    0.070    0.084    0.113    0.050    0.176   3
05 52    0.069    0.063    0.089  999.000  999.000    0.197    0.065    0.091    0.062    0.093    0.053    0.254   3
05 53    0.041    0.082    0.148  999.000  999.000    0.184    0.086    0.132    0.018    0.045    0.061    0.172   3
05 54    0.064    0.109    0.146  999.000  999.000    0.080    0.061    0.042    0.042    0.107    0.042    0.198   3
05 55    0.075    0.122    0.152  999.000  999.000    0.092    0.075    0.041    0.043    0.142    0.040    0.183   3
05 56    0.049    0.117    0.155  999.000  999.000    0.124    0.092    0.055    0.034    0.057    0.056    0.231   3
05 57    0.065    0.123    0.129  999.000  999.000    0.184    0.110    0.070    0.048    0.093    0.052    0.351   3
05 58    0.051    0.104    0.170  999.000  999.000    0.181    0.135    0.132    0.053    0.077    0.023    0.259   3
05 59    0.048    0.112    0.186  999.000  999.000    0.134    0.144    0.146    0.065    0.050    0.028    0.202   3
06 00    0.062    0.122    0.206  999.000  999.000    0.135    0.159    0.147    0.074    0.067    0.046    0.132   3
06 01    0.064    0.097    0.104  999.000  999.000    0.253    0.100    0.068    0.050    0.090    0.051    0.080   3
06 02    0.066    0.109    0.132  999.000  999.000    0.331    0.184    0.078    0.046    0.086    0.065    0.238   3
06 03    0.088    0.149    0.167  999.000  999.000    0.322    0.174    0.099    0.083    0.114    0.066    0.283   3
06 04    0.082    0.097    0.144  999.000  999.000    0.227    0.085    0.104    0.082    0.110    0.054    0.224   3
06 05    0.049    0.094    0.136  999.000  999.000    0.190    0.092    0.040    0.032    0.048    0.069    0.381   3
06 06    0.081    0.085    0.137  999.000  999.000    0.203    0.129    0.068    0.045    0.127    0.069    0.307   3
06 07    0.094    0.059    0.160  999.000  999.000    0.211    0.220    0.106    0.049    0.170    0.064    0.163   3
06 08    0.062    0.058    0.117  999.000  999.000    0.188    0.217    0.087    0.049    0.064    0.073    0.176   3
06 09    0.057    0.082    0.139  999.000  999.000    0.179    0.147    0.076    0.043    0.067    0.061    0.294   3
06 10    0.058    0.078    0.122  999.000  999.000    0.135    0.103    0.038    0.071    0.071    0.031    0.241   3
06 11    0.108    0.065    0.107  999.000  999.000    0.123    0.096    0.056    0.248    0.058    0.018    0.124   3
06 12    0.079    0.045    0.131  999.000  999.000    0.101    0.113    0.094    0.188    0.036    0.014    0.141   3
06 13    0.031    0.033    0.135  999.000  999.000    0.141    0.117    0.109    0.044    0.028    0.021    0.108   3
06 14    0.026    0.054    0.161  999.000  999.000    0.179    0.148    0.096    0.029    0.030    0.018    0.171   3
06 15    0.042    0.095    0.218  999.000  999.000    0.192    0.179    0.132    0.049    0.049    0.029    0.147   3
06 16    0.064    0.116    0.171  999.000  999.000    0.150    0.113    0.088    0.063    0.081    0.049    0.197   3
06 17    0.048    0.138    0.166  999.000  999.000    0.103    0.073    0.093    0.045    0.048    0.051    0.260   3
06 18    0.057    0.087    0.109  999.000  999.000    0.099    0.086    0.076    0.025    0.114    0.032    0.193   3
06 19    0.075    0.100    0.163  999.000  999.000    0.158    0.129    0.060    0.045    0.133    0.046    0.231   3
06 20    0.066    0.105    0.161  999.000  999.000    0.145    0.115    0.048    0.063    0.096    0.040    0.240   3
06 21    0.043    0.105    0.158  999.000  999.000    0.134    0.101    0.021    0.041    0.052    0.036    0.213   3
06 22    0.029    0.067    0.131  999.000  999.000    0.148    0.068    0.018    0.025    0.035    0.026    0.153   3
06 23    0.055    0.051    0.074  999.000  999.000    0.125    0.102    0.033    0.041    0.110    0.013    0.112   3
06 24    0.086    0.053    0.089  999.000  999.000    0.092    0.114    0.063    0.062    0.165    0.029    0.111   3
06 25    0.065    0.054    0.107  999.000  999.000    0.086    0.108    0.092    0.059    0.117    0.020    0.090   3
06 26    0.080    0.104    0.111  999.000  999.000    0.148    0.090    0.076    0.088    0.113    0.040    0.129   3
06 27    0.159    0.214    0.230  999.000  999.000    0.119    0.058    0.081    0.141    0.243    0.093    0.215   3
06 28    0.158    0.197    0.200  999.000  999.000    0.129    0.062    0.090    0.135    0.248    0.092    0.258   3
06 29    0.164    0.142    0.150  999.000  999.000    0.152    0.131    0.155    0.168    0.226    0.098    0.240   3
06 30    0.160    0.141    0.224  999.000  999.000    0.191    0.141    0.192    0.156    0.237    0.086    0.253   3
06 31    0.142    0.136    0.197  999.000  999.000    0.172    0.097    0.175    0.102    0.259    0.064    0.311   3
06 32    0.074    0.089    0.124  999.000  999.000    0.170    0.090    0.114    0.063    0.116    0.043    0.155   3
06 33    0.060    0.084    0.102  999.000  999.000    0.121    0.044    0.086    0.038    0.085    0.056    0.243   3
06 34    0.101    0.077    0.105  999.000  999.000    0.119    0.052    0.076    0.075    0.167    0.060    0.122   3
06 35    0.122    0.089    0.098  999.000  999.000    0.078    0.124    0.103    0.105    0.200    0.060    0.145   3
06 36    0.078    0.085    0.131  999.000  999.000    0.064    0.094    0.113    0.067    0.109    0.058    0.212   3
06 37    0.049    0.068    0.128  999.000  999.000    0.167    0.113    0.182    0.058    0.048    0.042    0.160   3
06 38    0.073    0.092    0.146  999.000  999.000    0.174    0.055    0.143    0.075    0.088    0.054    0.191   3
06 39    0.087    0.116    0.152  999.000  999.000    0.243    0.084    0.161    0.090    0.107    0.063    0.165   3
06 40    0.055    0.100    0.114  999.000  999.000    0.195    0.095    0.134    0.067    0.049    0.049    0.139   3
06 41    0.060    0.047    0.089  999.000  999.000    0.150    0.113    0.121    0.069    0.080    0.032    0.183   3
06 42    0.081    0.047    0.070  999.000  999.000    0.079    0.086    0.085    0.054    0.155    0.034    0.161   3
06 43    0.094    0.049    0.063  999.000  999.000    0.125    0.139    0.099    0.079    0.178    0.025    0.113   3
06 44    0.053    0.046    0.044  999.000  999.000    0.137    0.053    0.074    0.046    0.072    0.039    0.100   3
06 45    0.055    0.052    0.080  999.000  999.000    0.100    0.056    0.086    0.040    0.081    0.045    0.075   3
06 46    0.045    0.041    0.076  999.000  999.000    0.190    0.120    0.076    0.053    0.064    0.020    0.082   3
06 47    0.035    0.069    0.153  999.000  999.000    0.233    0.120    0.044    0.028    0.043    0.033    0.107   3
06 48    0.036    0.044    0.120  999.000  999.000    0.209    0.103    0.054    0.036    0.032    0.041    0.171   3
06 49    0.084    0.081    0.114  999.000  999.000    0.096    0.104    0.104    0.095    0.109    0.048    0.146   3
06 50    0.139    0.133    0.114  999.000  999.000    0.126    0.085    0.112    0.150    0.189    0.078    0.333   3
06 51    0.108    0.106    0.134  999.000  999.000    0.085    0.058    0.070    0.095    0.176    0.053    0.285   3
06 52    0.119    0.092    0.158  999.000  999.000    0.100    0.051    0.085    0.084    0.239    0.034    0.216   3
06 53    0.114    0.099    0.192  999.000  999.000    0.140    0.085    0.111    0.083    0.202    0.055    0.133   3
06 54    0.139    0.088    0.140  999.000  999.000    0.148    0.068    0.133    0.115    0.229    0.074    0.143   3
06 55    0.107    0.075    0.185  999.000  999.000    0.156    0.078    0.090    0.059    0.220    0.043    0.198   3
06 56    0.109    0.079    0.137  999.000  999.000    0.126    0.133    0.104    0.181    0.088    0.058    0.150   3
06 57    0.087    0.081    0.157  999.000  999.000    0.162    0.149    0.127    0.102    0.114    0.044    0.134   3
06 58    0.076    0.070    0.097  999.000  999.000    0.209    0.128    0.097    0.078    0.118    0.031    0.148   3
06 59    0.087    0.125    0.155  999.000  999.000    0.094    0.053    0.107    0.070    0.147    0.044    0.241   3
07 00    0.102    0.188    0.197  999.000  999.000    0.119    0.089    0.161    0.091    0.124    0.092    0.209   3
07 01    0.089    0.171    0.205  999.000  999.000    0.143    0.080    0.135    0.080    0.111    0.077    0.215   3
07 02    0.057    0.213    0.226  999.000  999.000    0.223    0.170    0.089    0.040    0.066    0.064    0.296   3
07 03    0.044    0.133    0.153  999.000  999.000    0.223    0.201    0.101    0.027    0.059    0.047    0.209   3
07 04    0.039    0.077    0.107  999.000  999.000    0.191    0.116    0.081    0.029    0.038    0.051    0.153   3
07 05    0.044    0.096    0.059  999.000  999.000    0.155    0.121    0.063    0.025    0.058    0.049    0.134   3
07 06    0.059    0.075    0.065  999.000  999.000    0.217    0.117    0.064    0.030    0.108    0.040    0.125   3
07 07    0.077    0.077    0.087  999.000  999.000    0.289    0.072    0.062    0.035    0.134    0.061    0.156   3
07 08    0.051    0.125    0.100  999.000  999.000    0.201    0.059    0.069    0.028    0.097    0.029    0.140   3
07 09    0.047    0.103    0.101  999.000  999.000    0.172    0.069    0.061    0.027    0.074    0.040    0.179   3
07 10    0.038    0.078    0.116  999.000  999.000    0.118    0.107    0.058    0.032    0.051    0.031    0.133   3
07 11    0.058    0.068    0.127  999.000  999.000    0.104    0.094    0.063    0.047    0.081    0.046    0.177   3
07 12    0.053    0.068    0.118  999.000  999.000    0.245    0.087    0.079    0.059    0.065    0.036    0.154   3
07 13    0.048    0.067    0.087  999.000  999.000    0.226    0.055    0.066    0.050    0.054    0.041    0.081   3
07 14    0.038    0.048    0.063  999.000  999.000    0.103    0.027    0.069    0.035    0.052    0.025    0.066   3
07 15    0.030    0.065    0.065  999.000  999.000    0.103    0.061    0.059    0.030    0.035    0.025    0.099   3
07 16    0.043    0.084    0.090  999.000  999.000    0.131    0.103    0.051    0.047    0.049    0.034    0.151   3
07 17    0.037    0.035    0.100  999.000  999.000    0.112    0.140    0.079    0.048    0.045    0.019    0.106   3
07 18    0.069    0.105    0.128  999.000  999.000    0.132    0.097    0.068    0.036    0.133    0.037    0.153   3
07 19    0.095    0.103    0.139  999.000  999.000    0.144    0.103    0.098    0.049    0.199    0.038    0.136   3
07 20    0.082    0.078    0.108  999.000  999.000    0.170    0.093    0.095    0.076    0.135    0.036    0.087   3
07 21    0.075    0.089    0.129  999.000  999.000    0.147    0.118    0.124    0.086    0.108    0.032    0.123   3
07 22    0.060    0.121    0.163  999.000  999.000    0.263    0.113    0.075    0.060    0.061    0.059    0.204   3
07 23    0.055    0.081    0.094  999.000  999.000    0.268    0.119    0.074    0.043    0.079    0.041    0.117   3
07 24    0.048    0.060    0.068  999.000  999.000    0.180    0.146    0.052    0.034    0.080    0.032    0.081   3
07 25    0.057    0.088    0.110  999.000  999.000    0.107    0.130    0.089    0.047    0.085    0.040    0.123   3
07 26    0.072    0.131    0.132  999.000  999.000    0.173    0.149    0.102    0.061    0.103    0.051    0.119   3
07 27    0.049    0.083    0.067  999.000  999.000    0.178    0.100    0.067    0.035    0.078    0.035    0.111   3
07 28    0.033    0.033    0.044  999.000  999.000    0.111    0.067    0.065    0.024    0.025    0.011    0.070   4
07 29    0.051    0.038    0.063  999.000  999.000    0.169    0.051    0.070    0.031    0.051    0.011    0.111   4
07 30    0.066    0.051    0.060  999.000  999.000    0.305    0.068    0.073    0.037    0.121    0.013    0.092   4
07 31    0.071    0.046    0.085  999.000  999.000    0.257    0.091    0.045    0.023    0.150    0.022    0.090   4
07 32    0.057    0.058    0.104  999.000  999.000    0.157    0.098    0.037    0.033    0.029    0.021    0.144   4
07 33    0.077    0.086    0.114  999.000  999.000    0.167    0.115    0.072    0.043    0.021    0.035    0.209   4
07 34    0.076    0.096    0.146  999.000  999.000    0.145    0.063    0.083    0.054    0.031    0.036    0.183   4
07 35    0.115    0.107    0.194  999.000  999.000    0.143    0.045    0.050    0.199    0.037    0.041    0.182   4
07 36    0.075    0.098    0.166  999.000  999.000    0.162    0.060    0.052    0.110    0.023    0.034    0.133   4
07 37    0.027    0.054    0.092  999.000  999.000    0.161    0.110    0.056    0.022    0.018    0.015    0.052   4
07 38    0.036    0.050    0.049  999.000  999.000    0.128    0.148    0.062    0.020    0.039    0.018    0.066   4
07 39    0.048    0.084    0.019  999.000  999.000    0.166    0.065    0.039    0.024    0.046    0.033    0.090   4
07 40    0.048    0.053    0.088  999.000  999.000    0.125    0.027    0.031    0.045    0.077    0.021    0.048   4
07 41    0.066    0.062    0.121  999.000  999.000    0.105    0.056    0.038    0.043    0.086    0.021    0.115   4
07 42    0.078    0.088    0.112  999.000  999.000    0.102    0.064    0.046    0.033    0.131    0.029    0.119   4
07 43    0.072    0.085    0.128  999.000  999.000    0.152    0.047    0.055    0.034    0.158    0.033    0.064   4
07 44    0.036    0.076    0.065  999.000  999.000    0.140    0.040    0.045    0.038    0.036    0.014    0.055   4
07 45    0.049    0.100    0.055  999.000  999.000    0.127    0.041    0.047    0.030    0.057    0.029    0.081   4
07 46    0.062    0.111    0.083  999.000  999.000    0.083    0.068    0.025    0.032    0.067    0.040    0.109   4
07 47    0.056    0.091    0.090  999.000  999.000    0.107    0.067    0.025    0.031    0.055    0.036    0.101   4
07 48    0.050    0.062    0.079  999.000  999.000    0.092    0.043    0.067    0.028    0.036    0.029    0.106   4
07 49    0.061    0.067    0.132  999.000  999.000    0.068    0.032    0.057    0.025    0.037    0.037    0.145   4
07 50    0.052    0.029    0.114  999.000  999.000    0.167    0.067    0.027    0.031    0.056    0.038    0.082   4
07 51    0.052    0.051    0.125  999.000  999.000    0.207    0.082    0.022    0.030    0.050    0.036    0.093   4
07 52    0.059    0.085    0.121  999.000  999.000    0.190    0.078    0.023    0.036    0.060    0.041    0.097   4
07 53    0.062    0.071    0.067  999.000  999.000    0.136    0.092    0.025    0.037    0.081    0.033    0.097   4
07 54    0.082    0.053    0.156  999.000  999.000    0.128    0.082    0.034    0.054    0.153    0.035    0.086   4
07 55    0.099    0.040    0.098  999.000  999.000    0.116    0.059    0.045    0.100    0.200    0.035    0.060   4
07 56    0.111    0.063    0.112  999.000  999.000    0.174    0.087    0.075    0.132    0.197    0.045    0.069   4
07 57    0.063    0.070    0.101  999.000  999.000    0.170    0.111    0.070    0.060    0.106    0.032    0.053   4
07 58    0.055    0.078    0.061  999.000  999.000    0.083    0.069    0.048    0.045    0.036    0.037    0.101   4
07 59    0.050    0.091    0.060  999.000  999.000    0.099    0.097    0.066    0.062    0.044    0.022    0.074   4
08 00    0.067    0.073    0.090  999.000  999.000    0.138    0.056    0.067    0.070    0.087    0.029    0.083   4
08 01    0.056    0.057    0.085  999.000  999.000    0.162    0.041    0.039    0.065    0.091    0.024    0.045   4
08 02    0.035    0.053    0.071  999.000  999.000    0.129    0.072    0.033    0.026    0.051    0.025    0.036   4
08 03    0.033    0.074    0.058  999.000  999.000    0.193    0.135    0.032    0.022    0.022    0.034    0.053   4
08 04    0.038    0.060    0.048  999.000  999.000    0.168    0.141    0.048    0.020    0.028    0.037    0.067   4
08 05    0.048    0.064    0.090  999.000  999.000    0.106    0.132    0.048    0.020    0.044    0.061    0.068   4
08 06    0.089    0.071    0.085  999.000  999.000    0.121    0.088    0.039    0.039    0.142    0.071    0.105   4
08 07    0.108    0.075    0.070  999.000  999.000    0.129    0.135    0.017    0.048    0.202    0.070    0.114   4
08 08    0.079    0.098    0.060  999.000  999.000    0.071    0.127    0.022    0.026    0.062    0.114    0.112   4
08 09    0.117    0.106    0.118  999.000  999.000    0.145    0.090    0.023    0.026    0.105    0.154    0.180   4
08 10    0.150    0.083    0.148  999.000  999.000    0.245    0.165    0.016    0.059    0.129    0.161    0.250   4
08 11    0.135    0.059    0.111  999.000  999.000    0.231    0.133    0.036    0.047    0.076    0.109    0.220   3
08 12    0.115    0.086    0.102  999.000  999.000    0.127    0.116    0.047    0.044    0.026    0.126    0.193   3
08 13    0.133    0.154    0.120  999.000  999.000    0.137    0.103    0.061    0.050    0.058    0.121    0.220   3
08 14    0.117    0.107    0.107  999.000  999.000    0.199    0.117    0.054    0.056    0.093    0.101    0.156   3
08 15    0.087    0.082    0.101  999.000  999.000    0.275    0.108    0.046    0.040    0.086    0.090    0.085   3
08 16    0.113    0.085    0.070  999.000  999.000    0.186    0.076    0.040    0.030    0.124    0.139    0.076   3
08 17    0.394    0.189    0.156  999.000  999.000    0.258    0.178    0.064    0.081    0.519    0.466    0.196   3
08 18    0.968    0.561    0.432  999.000  999.000    0.649    0.417    0.250    0.359    1.188    1.080    0.636   3
08 19    0.843    0.523    0.400  999.000  999.000    0.398    0.279    0.305    0.417    0.916    0.696    0.916   3
08 20    0.528    0.283    0.236  999.000  999.000    0.262    0.271    0.281    0.348    0.761    0.469    0.354   3
08 21    0.627    0.353    0.238  999.000  999.000    0.334    0.225    0.210    0.267    0.913    0.583    0.386   3
08 22    0.295    0.244    0.183  999.000  999.000    0.189    0.180    0.190    0.185    0.440    0.199    0.245   3
08 23    0.278    0.165    0.173  999.000  999.000    0.122    0.078    0.123    0.156    0.368    0.214    0.251   3
08 24    0.278    0.205    0.277  999.000  999.000    0.155    0.121    0.098    0.100    0.322    0.187    0.325   3
08 25    0.296    0.147    0.234  999.000  999.000    0.332    0.132    0.055    0.147    0.270    0.255    0.362   3
08 26    0.248    0.136    0.155  999.000  999.000    0.235    0.121    0.074    0.136    0.288    0.213    0.245   3
08 27    0.178    0.156    0.214  999.000  999.000    0.354    0.208    0.059    0.085    0.137    0.148    0.249   3
08 28    0.314    0.230    0.328  999.000  999.000    0.174    0.177    0.080    0.130    0.246    0.286    0.410   3
08 29    0.342    0.235    0.280  999.000  999.000    0.153    0.115    0.070    0.163    0.422    0.326    0.279   3
08 30    0.260    0.142    0.121  999.000  999.000    0.133    0.115    0.080    0.184    0.479    0.177    0.125   3
