HH MM       Wp      kak      lrm      wmq      izn      fur      ebr      tdc      sjg      tuc      hon      cnb   n
08 31    0.117    0.126    0.117  999.000  999.000    0.152    0.155    0.041    0.072    0.193    0.065    0.094   3
08 32    0.096    0.100    0.168  999.000  999.000    0.104    0.100    0.062    0.061    0.122    0.068    0.098   3
08 33    0.150    0.090    0.157  999.000  999.000    0.123    0.093    0.053    0.066    0.169    0.111    0.171   3
08 34    0.204    0.071    0.114  999.000  999.000    0.202    0.089    0.066    0.078    0.265    0.149    0.196   3
08 35    0.163    0.118    0.126  999.000  999.000    0.200    0.098    0.058    0.091    0.225    0.132    0.132   3
08 36    0.152    0.170    0.157  999.000  999.000    0.376    0.190    0.048    0.088    0.212    0.090    0.153   3
08 37    0.182    0.140    0.122  999.000  999.000    0.320    0.154    0.054    0.079    0.211    0.130    0.205   3
08 38    0.149    0.114    0.133  999.000  999.000    0.177    0.130    0.070    0.109    0.208    0.152    0.123   4
08 39    0.130    0.107    0.127  999.000  999.000    0.108    0.085    0.079    0.134    0.199    0.096    0.117   4
08 40    0.119    0.118    0.099  999.000  999.000    0.185    0.088    0.110    0.109    0.178    0.058    0.123   4
08 41    0.108    0.087    0.107  999.000  999.000    0.170    0.145    0.069    0.145    0.167    0.087    0.089   4
08 42    0.087    0.094    0.122  999.000  999.000    0.434    0.162    0.049    0.277    0.114    0.037    0.102   4
08 43    0.118    0.121    0.110  999.000  999.000    0.390    0.163    0.056    0.199    0.164    0.032    0.154   4
08 44    0.089    0.091    0.140  999.000  999.000    0.223    0.087    0.061    0.097    0.080    0.043    0.144   4
08 45    0.099    0.062    0.133  999.000  999.000    0.144    0.085    0.053    0.082    0.130    0.073    0.131   4
08 46    0.096    0.047    0.123  999.000  999.000    0.164    0.088    0.059    0.070    0.140    0.083    0.114   4
08 47    0.069    0.063    0.108  999.000  999.000    0.217    0.082    0.089    0.109    0.084    0.053    0.073   4
08 48    0.075    0.087    0.121  999.000  999.000    0.215    0.063    0.051    0.101    0.077    0.059    0.078   4
08 49    0.058    0.081    0.067  999.000  999.000    0.108    0.070    0.047    0.057    0.029    0.050    0.074   4
08 50    0.049    0.057    0.084  999.000  999.000    0.160    0.093    0.051    0.056    0.047    0.045    0.049   4
08 51    0.059    0.065    0.063  999.000  999.000    0.182    0.141    0.074    0.061    0.066    0.059    0.044   4
08 52    0.075    0.078    0.135  999.000  999.000    0.183    0.078    0.065    0.060    0.103    0.076    0.042   4
08 53    0.112    0.108    0.186  999.000  999.000    0.193    0.111    0.059    0.062    0.178    0.118    0.045   4
08 54    0.148    0.129    0.213  999.000  999.000    0.191    0.144    0.042    0.059    0.250    0.110    0.102   4
08 55    0.174    0.120    0.185  999.000  999.000    0.213    0.139    0.041    0.049    0.353    0.087    0.134   4
08 56    0.123    0.102    0.126  999.000  999.000    0.169    0.095    0.060    0.064    0.161    0.101    0.128   4
08 57    0.117    0.111    0.091  999.000  999.000    0.211    0.098    0.046    0.107    0.096    0.105    0.155   4
08 58    0.125    0.095    0.119  999.000  999.000    0.133    0.091    0.077    0.063    0.139    0.114    0.151   4
08 59    0.117    0.094    0.109  999.000  999.000    0.208    0.097    0.090    0.077    0.141    0.137    0.097   4
09 00    0.082    0.049    0.066  999.000  999.000    0.260    0.084    0.053    0.043    0.109    0.107    0.063   4
09 01    0.060    0.062    0.055  999.000  999.000    0.237    0.090    0.046    0.042    0.093    0.060    0.027   4
09 02    0.051    0.034    0.079  999.000  999.000    0.166    0.077    0.041    0.092    0.078    0.039    0.053   4
09 03    0.058    0.049    0.059  999.000  999.000    0.143    0.069    0.049    0.315    0.065    0.047    0.068   4
09 04    0.067    0.060    0.062  999.000  999.000    0.202    0.091    0.048    0.120    0.082    0.061    0.063   4
09 05    0.076    0.073    0.063  999.000  999.000    0.251    0.110    0.041    0.027    0.080    0.077    0.074   4
09 06    0.101    0.078    0.076  999.000  999.000    0.310    0.141    0.062    0.026    0.122    0.104    0.100   4
09 07    0.096    0.051    0.069  999.000  999.000    0.213    0.070    0.049    0.046    0.164    0.092    0.076   4
09 08    0.058    0.055    0.059  999.000  999.000    0.251    0.082    0.063    0.072    0.075    0.044    0.058   4
09 09    0.054    0.066    0.064  999.000  999.000    0.261    0.081    0.045    0.098    0.074    0.027    0.048   4
09 10    0.054    0.062    0.053  999.000  999.000    0.134    0.070    0.026    0.053    0.069    0.037    0.048   4
09 11    0.052    0.048    0.043  999.000  999.000    0.117    0.083    0.032    0.033    0.056    0.042    0.061   4
09 12    0.061    0.063    0.066  999.000  999.000    0.128    0.092    0.040    0.054    0.052    0.045    0.086   4
09 13    0.089    0.063    0.067  999.000  999.000    0.152    0.094    0.030    0.177    0.128    0.078    0.089   4
09 14    0.064    0.043    0.060  999.000  999.000    0.142    0.104    0.033    0.099    0.105    0.048    0.060   4
09 15    0.079    0.075    0.083  999.000  999.000    0.182    0.142    0.030    0.053    0.118    0.056    0.066   4
09 16    0.074    0.063    0.102  999.000  999.000    0.198    0.098    0.049    0.068    0.124    0.053    0.054   4
09 17    0.050    0.041    0.057  999.000  999.000    0.106    0.066    0.060    0.057    0.084    0.033    0.041   4
09 18    0.050    0.030    0.059  999.000  999.000    0.165    0.048    0.031    0.045    0.084    0.034    0.050   4
09 19    0.069    0.049    0.054  999.000  999.000    0.225    0.066    0.062    0.060    0.149    0.031    0.049   4
09 20    0.065    0.060    0.075  999.000  999.000    0.175    0.039    0.039    0.063    0.118    0.035    0.046   4
09 21    0.057    0.065    0.060  999.000  999.000    0.180    0.107    0.034    0.065    0.090    0.028    0.045   4
09 22    0.046    0.035    0.049  999.000  999.000    0.115    0.074    0.023    0.044    0.063    0.029    0.059   4
09 23    0.046    0.052    0.053  999.000  999.000    0.176    0.074    0.029    0.052    0.060    0.020    0.054   4
09 24    0.058    0.063    0.054  999.000  999.000    0.159    0.092    0.024    0.070    0.083    0.024    0.063   4
09 25    0.065    0.054    0.056  999.000  999.000    0.188    0.105    0.022    0.059    0.090    0.038    0.080   4
09 26    0.055    0.046    0.051  999.000  999.000    0.165    0.071    0.027    0.056    0.074    0.027    0.073   4
09 27    0.053    0.038    0.042  999.000  999.000    0.122    0.058    0.042    0.056    0.080    0.025    0.069   4
09 28    0.046    0.047    0.057  999.000  999.000    0.128    0.121    0.032    0.053    0.054    0.019    0.066   4
09 29    0.045    0.060    0.063  999.000  999.000    0.117    0.138    0.029    0.046    0.042    0.025    0.053   4
09 30    0.066    0.049    0.047  999.000  999.000    0.155    0.157    0.050    0.047    0.117    0.038    0.060   4
09 31    0.091    0.053    0.060  999.000  999.000    0.149    0.134    0.026    0.043    0.179    0.067    0.066   4
09 32    0.081    0.068    0.039  999.000  999.000    0.145    0.050    0.027    0.045    0.117    0.073    0.067   4
09 33    0.087    0.074    0.052  999.000  999.000    0.195    0.076    0.035    0.058    0.119    0.073    0.082   4
09 34    0.071    0.058    0.052  999.000  999.000    0.220    0.118    0.066    0.082    0.096    0.060    0.069   4
09 35    0.045    0.044    0.058  999.000  999.000    0.140    0.098    0.067    0.061    0.033    0.031    0.070   4
09 36    0.039    0.041    0.059  999.000  999.000    0.122    0.069    0.045    0.080    0.038    0.019    0.059   4
09 37    0.042    0.052    0.057  999.000  999.000    0.120    0.050    0.023    0.062    0.032    0.027    0.059   4
09 38    0.043    0.049    0.080  999.000  999.000    0.200    0.095    0.036    0.045    0.031    0.022    0.070   4
09 39    0.050    0.043    0.067  999.000  999.000    0.224    0.102    0.039    0.065    0.054    0.027    0.075   4
09 40    0.049    0.047    0.053  999.000  999.000    0.127    0.107    0.042    0.064    0.059    0.029    0.061   4
09 41    0.045    0.052    0.053  999.000  999.000    0.124    0.116    0.054    0.089    0.054    0.024    0.051   4
09 42    0.058    0.050    0.047  999.000  999.000    0.116    0.126    0.041    0.060    0.108    0.023    0.050   4
09 43    0.070    0.042    0.038  999.000  999.000    0.077    0.049    0.036    0.060    0.168    0.024    0.047   4
09 44    0.046    0.054    0.044  999.000  999.000    0.092    0.048    0.030    0.049    0.063    0.025    0.042   4
09 45    0.050    0.057    0.051  999.000  999.000    0.143    0.058    0.038    0.054    0.053    0.034    0.056   4
09 46    0.040    0.043    0.042  999.000  999.000    0.218    0.074    0.045    0.064    0.041    0.025    0.049   4
09 47    0.036    0.038    0.046  999.000  999.000    0.192    0.078    0.048    0.058    0.045    0.021    0.040   4
09 48    0.038    0.040    0.036  999.000  999.000    0.106    0.081    0.035    0.052    0.049    0.024    0.037   4
09 49    0.038    0.045    0.034  999.000  999.000    0.105    0.080    0.023    0.062    0.047    0.025    0.035   4
09 50    0.040    0.041    0.060  999.000  999.000    0.197    0.093    0.041    0.076    0.034    0.030    0.057   4
09 51    0.043    0.042    0.070  999.000  999.000    0.268    0.086    0.027    0.084    0.054    0.029    0.049   4
09 52    0.047    0.056    0.065  999.000  999.000    0.291    0.068    0.031    0.057    0.062    0.024    0.046   4
09 53    0.041    0.060    0.045  999.000  999.000    0.173    0.104    0.040    0.059    0.052    0.013    0.037   4
09 54    0.050    0.045    0.041  999.000  999.000    0.087    0.082    0.047    0.036    0.104    0.016    0.036   4
09 55    0.068    0.043    0.041  999.000  999.000    0.166    0.065    0.054    0.031    0.151    0.024    0.052   4
09 56    0.048    0.053    0.046  999.000  999.000    0.230    0.095    0.037    0.052    0.044    0.036    0.058   4
09 57    0.054    0.057    0.064  999.000  999.000    0.233    0.163    0.045    0.065    0.050    0.045    0.065   4
09 58    0.040    0.033    0.061  999.000  999.000    0.243    0.225    0.042    0.069    0.050    0.025    0.051   4
09 59    0.037    0.053    0.042  999.000  999.000    0.146    0.116    0.043    0.037    0.040    0.022    0.033   4
10 00    0.042    0.093    0.053  999.000  999.000    0.121    0.070    0.055    0.044    0.024    0.023    0.027   4
10 01    0.039    0.054    0.035  999.000  999.000    0.150    0.050    0.056    0.074    0.046    0.028    0.030   4
10 02    0.034    0.035    0.040  999.000  999.000    0.138    0.064    0.033    0.056    0.044    0.028    0.026   4
10 03    0.033    0.031    0.056  999.000  999.000    0.056    0.085    0.041    0.041    0.041    0.024    0.036   4
10 04    0.037    0.027    0.062  999.000  999.000    0.086    0.070    0.026    0.026    0.060    0.027    0.033   4
10 05    0.040    0.042    0.058  999.000  999.000    0.098    0.062    0.047    0.021    0.050    0.027    0.041   4
10 06    0.062    0.070    0.060  999.000  999.000    0.114    0.048    0.038    0.053    0.125    0.023    0.033   5
10 07    0.057    0.044    0.036  999.000  999.000    0.164    0.097    0.042    0.082    0.163    0.020    0.023   5
10 08    0.030    0.030    0.028  999.000  999.000    0.185    0.147    0.028    0.037    0.043    0.028    0.022   5
10 09    0.035    0.034    0.032  999.000  999.000    0.089    0.101    0.025    0.051    0.046    0.031    0.033   5
10 10    0.049    0.034    0.046  999.000  999.000    0.084    0.059    0.032    0.140    0.078    0.054    0.032   5
10 11    0.043    0.037    0.060  999.000  999.000    0.123    0.087    0.032    0.064    0.062    0.038    0.020   5
10 12    0.044    0.055    0.054  999.000  999.000    0.153    0.121    0.022    0.029    0.034    0.030    0.045   5
10 13    0.036    0.039    0.038  999.000  999.000    0.153    0.127    0.027    0.055    0.045    0.024    0.033   5
10 14    0.029    0.047    0.016  999.000  999.000    0.123    0.090    0.038    0.049    0.041    0.018    0.025   5
10 15    0.028    0.022    0.028  999.000  999.000    0.123    0.175    0.023    0.049    0.043    0.023    0.026   5
10 16    0.023    0.022    0.030  999.000  999.000    0.141    0.136    0.026    0.045    0.032    0.015    0.017   5
10 17    0.031    0.041    0.038  999.000  999.000    0.099    0.115    0.037    0.032    0.033    0.013    0.030   5
10 18    0.058    0.039    0.063  999.000  999.000    0.096    0.152    0.049    0.032    0.123    0.023    0.044   5
10 19    0.071    0.044    0.059  999.000  999.000    0.156    0.136    0.028    0.052    0.195    0.022    0.036   5
10 20    0.045    0.057    0.025  999.000  999.000    0.168    0.104    0.030    0.054    0.073    0.028    0.039   5
10 21    0.038    0.052    0.036  999.000  999.000    0.127    0.064    0.035    0.034    0.037    0.021    0.045   5
10 22    0.032    0.031    0.046  999.000  999.000    0.060    0.044    0.031    0.036    0.039    0.011    0.033   5
10 23    0.030    0.030    0.038  999.000  999.000    0.096    0.084    0.036    0.060    0.032    0.014    0.038   5
10 24    0.036    0.033    0.034  999.000  999.000    0.097    0.101    0.037    0.054    0.053    0.029    0.028   5
10 25    0.033    0.033    0.022  999.000  999.000    0.088    0.108    0.028    0.046    0.048    0.028    0.035   5
10 26    0.036    0.052    0.044  999.000  999.000    0.148    0.092    0.035    0.050    0.035    0.024    0.025   5
10 27    0.043    0.048    0.069  999.000  999.000    0.185    0.106    0.045    0.049    0.043    0.030    0.024   5
10 28    0.045    0.040    0.071  999.000  999.000    0.139    0.078    0.047    0.124    0.059    0.033    0.023   5
10 29    0.053    0.045    0.084  999.000  999.000    0.177    0.110    0.042    0.175    0.057    0.036    0.041   5
10 30    0.075    0.066    0.084  999.000  999.000    0.238    0.134    0.044    0.065    0.132    0.034    0.060   5
10 31    0.071    0.062    0.058  999.000  999.000    0.246    0.085    0.045    0.067    0.164    0.020    0.052   5
10 32    0.035    0.059    0.032  999.000  999.000    0.266    0.119    0.056    0.089    0.035    0.016    0.031   5
10 33    0.044    0.099    0.046  999.000  999.000    0.268    0.140    0.060    0.066    0.028    0.017    0.029   5
10 34    0.039    0.056    0.065  999.000  999.000    0.304    0.171    0.049    0.051    0.037    0.015    0.022   5
10 35    0.035    0.034    0.056  999.000  999.000    0.347    0.122    0.027    0.053    0.043    0.024    0.018   5
10 36    0.042    0.043    0.050  999.000  999.000    0.242    0.061    0.049    0.052    0.046    0.032    0.038   5
10 37    0.037    0.039    0.033  999.000  999.000    0.205    0.063    0.058    0.041    0.047    0.019    0.049   5
10 38    0.042    0.060    0.047  999.000  999.000    0.105    0.073    0.059    0.039    0.038    0.016    0.050   5
10 39    0.048    0.082    0.064  999.000  999.000    0.159    0.090    0.039    0.035    0.036    0.025    0.031   5
10 40    0.055    0.092    0.082  999.000  999.000    0.183    0.108    0.038    0.043    0.038    0.035    0.028   5
10 41    0.058    0.097    0.076  999.000  999.000    0.140    0.091    0.032    0.053    0.050    0.031    0.038   5
10 42    0.064    0.088    0.046  999.000  999.000    0.145    0.069    0.019    0.048    0.099    0.029    0.061   5
10 43    0.074    0.065    0.049  999.000  999.000    0.149    0.092    0.028    0.052    0.161    0.036    0.059   5
10 44    0.052    0.057    0.073  999.000  999.000    0.342    0.129    0.059    0.090    0.056    0.029    0.044   5
10 45    0.050    0.053    0.094  999.000  999.000    0.361    0.121    0.055    0.104    0.031    0.022    0.048   5
10 46    0.065    0.076    0.088  999.000  999.000    0.296    0.130    0.068    0.055    0.042    0.036    0.086   5
10 47    0.057    0.068    0.075  999.000  999.000    0.241    0.145    0.073    0.054    0.031    0.031    0.078   5
10 48    0.055    0.044    0.102  999.000  999.000    0.128    0.098    0.054    0.052    0.036    0.032    0.059   5
10 49    0.049    0.042    0.052  999.000  999.000    0.223    0.139    0.040    0.063    0.048    0.031    0.070   5
10 50    0.054    0.056    0.057  999.000  999.000    0.160    0.112    0.054    0.059    0.066    0.028    0.062   5
10 51    0.058    0.050    0.099  999.000  999.000    0.136    0.122    0.042    0.043    0.059    0.024    0.059   5
10 52    0.047    0.037    0.103  999.000  999.000    0.141    0.128    0.047    0.043    0.040    0.017    0.039   5
10 53    0.045    0.060    0.081  999.000  999.000    0.153    0.096    0.034    0.047    0.041    0.015    0.028   5
10 54    0.054    0.053    0.073  999.000  999.000    0.245    0.100    0.031    0.069    0.096    0.019    0.027   5
10 55    0.064    0.047    0.047  999.000  999.000    0.165    0.093    0.039    0.082    0.158    0.027    0.040   5
10 56    0.053    0.040    0.084  999.000  999.000    0.168    0.109    0.062    0.048    0.060    0.031    0.048   5
10 57    0.037    0.051    0.049  999.000  999.000    0.154    0.123    0.040    0.084    0.040    0.015    0.029   5
10 58    0.035    0.051    0.053  999.000  999.000    0.159    0.127    0.048    0.134    0.031    0.018    0.020   5
10 59    0.055    0.062    0.093  999.000  999.000    0.197    0.086    0.050    0.297    0.045    0.027    0.048   5
11 00    0.084    0.099    0.111  999.000  999.000    0.137    0.093    0.063    0.125    0.094    0.049    0.066   5
11 01    0.067    0.062    0.095  999.000  999.000    0.168    0.111    0.059    0.072    0.056    0.041    0.079   5
11 02    0.059    0.048    0.092  999.000  999.000    0.249    0.104    0.038    0.073    0.041    0.032    0.083   5
11 03    0.069    0.083    0.098  999.000  999.000    0.218    0.092    0.041    0.096    0.037    0.031    0.095   5
11 04    0.058    0.042    0.118  999.000  999.000    0.258    0.083    0.089    0.075    0.047    0.020    0.063   5
11 05    0.046    0.036    0.085  999.000  999.000    0.222    0.104    0.061    0.065    0.055    0.018    0.035   5
11 06    0.059    0.030    0.090  999.000  999.000    0.194    0.146    0.072    0.062    0.115    0.028    0.035   5
11 07    0.060    0.030    0.056  999.000  999.000    0.212    0.078    0.052    0.038    0.155    0.020    0.038   5
11 08    0.064    0.065    0.116  999.000  999.000    0.177    0.074    0.036    0.035    0.067    0.027    0.043   5
11 09    0.077    0.110    0.076  999.000  999.000    0.184    0.078    0.044    0.047    0.086    0.045    0.067   5
11 10    0.072    0.079    0.085  999.000  999.000    0.223    0.071    0.054    0.047    0.075    0.044    0.078   5
11 11    0.059    0.060    0.072  999.000  999.000    0.220    0.098    0.041    0.085    0.070    0.032    0.058   5
11 12    0.057    0.056    0.068  999.000  999.000    0.158    0.101    0.035    0.069    0.061    0.031    0.070   5
11 13    0.048    0.045    0.060  999.000  999.000    0.125    0.076    0.031    0.086    0.029    0.026    0.079   5
11 14    0.057    0.068    0.068  999.000  999.000    0.181    0.095    0.039    0.099    0.030    0.031    0.089   5
11 15    0.058    0.068    0.070  999.000  999.000    0.211    0.083    0.063    0.111    0.046    0.036    0.071   5
11 16    0.048    0.047    0.050  999.000  999.000    0.116    0.096    0.065    0.108    0.053    0.034    0.056   5
11 17    0.044    0.037    0.057  999.000  999.000    0.198    0.105    0.049    0.194    0.043    0.030    0.052   5
11 18    0.066    0.046    0.080  999.000  999.000    0.180    0.102    0.043    0.357    0.126    0.028    0.050   5
11 19    0.077    0.044    0.061  999.000  999.000    0.150    0.102    0.057    0.502    0.195    0.032    0.054   5
11 20    0.052    0.053    0.062  999.000  999.000    0.167    0.083    0.042    1.326    0.052    0.030    0.063   5
11 21    0.090    0.086    0.156  999.000  999.000    0.207    0.127    0.059    9.215    0.063    0.049    0.096   5
11 22    0.095    0.107    0.131  999.000  999.000    0.245    0.127    0.063   14.769    0.067    0.058    0.113   5
11 23    0.092    0.111    0.110  999.000  999.000    0.202    0.089    0.057   11.150    0.070    0.060    0.111   5
11 24    0.085    0.118    0.078  999.000  999.000    0.256    0.126    0.063    9.047    0.067    0.058    0.104   5
11 25    0.062    0.081    0.067  999.000  999.000    0.347    0.149    0.061    8.389    0.050    0.032    0.079   5
11 26    0.044    0.071    0.049  999.000  999.000    0.202    0.094    0.056    4.643    0.023    0.026    0.053   5
11 27    0.031    0.031    0.047  999.000  999.000    0.166    0.144    0.041    5.760    0.030    0.016    0.034   5
11 28    0.034    0.043    0.045  999.000  999.000    0.182    0.089    0.037    8.240    0.027    0.020    0.033   5
11 29    0.044    0.043    0.062  999.000  999.000    0.257    0.064    0.049    5.174    0.034    0.027    0.053   5
11 30    0.087    0.056    0.111  999.000  999.000    0.089    0.051    0.033    2.285    0.108    0.039    0.119   5
11 31    0.070    0.028    0.095  999.000  999.000    0.106    0.077    0.043    1.931    0.169    0.029    0.127   4
11 32    0.074    0.066    0.099  999.000  999.000    0.201    0.125    0.058    1.790    0.062    0.041    0.089   4
11 33    0.072    0.061    0.106  999.000  999.000    0.242    0.137    0.062    1.835    0.075    0.038    0.083   4
11 34    0.071    0.059    0.084  999.000  999.000    0.250    0.144    0.072    1.949    0.075    0.073    0.066   4
11 35    0.113    0.110    0.120  999.000  999.000    0.169    0.108    0.124    1.937    0.070    0.103    0.120   4
11 36    0.116    0.112    0.152  999.000  999.000    0.191    0.100    0.101    1.836    0.073    0.080    0.118   4
11 37    0.081    0.057    0.148  999.000  999.000    0.202    0.118    0.120    1.676    0.050    0.054    0.066   4
11 38    0.078    0.092    0.084  999.000  999.000    0.196    0.084    0.062    1.518    0.036    0.054    0.080   4
11 39    0.139    0.170    0.103  999.000  999.000    0.258    0.108    0.065    1.720    0.104    0.113    0.169   4
11 40    0.145    0.175    0.102  999.000  999.000    0.307    0.212    0.083    1.526    0.158    0.125    0.176   4
11 41    0.097    0.088    0.112  999.000  999.000    0.364    0.273    0.159    1.110    0.077    0.052    0.135   4
11 42    0.076    0.030    0.130  999.000  999.000    0.375    0.250    0.138    1.347    0.148    0.043    0.100   4
11 43    0.121    0.039    0.195  999.000  999.000    0.307    0.180    0.094    0.959    0.228    0.085    0.165   4
11 44    0.095    0.075    0.106  999.000  999.000    0.189    0.086    0.084    0.773    0.108    0.083    0.114   4
11 45    0.085    0.091    0.109  999.000  999.000    0.519    0.169    0.126    0.364    0.087    0.058    0.084   4
11 46    0.076    0.053    0.106  999.000  999.000    0.417    0.178    0.122    0.342    0.072    0.060    0.083   4
11 47    0.078    0.070    0.099  999.000  999.000    0.166    0.111    0.082    0.511    0.074    0.056    0.086   4
11 48    0.082    0.059    0.100  999.000  999.000    0.184    0.086    0.120    0.750    0.111    0.068    0.102   4
11 49    0.069    0.047    0.091  999.000  999.000    0.104    0.063    0.065    0.636    0.103    0.044    0.094   4
11 50    0.074    0.067    0.103  999.000  999.000    0.155    0.075    0.053    0.725    0.111    0.049    0.076   4
11 51    0.097    0.126    0.086  999.000  999.000    0.169    0.077    0.092    0.816    0.168    0.111    0.065   4
11 52    0.106    0.122    0.078  999.000  999.000    0.095    0.100    0.079    0.688    0.142    0.141    0.084   4
11 53    0.135    0.163    0.088  999.000  999.000    0.163    0.134    0.129    0.588    0.196    0.171    0.116   4
11 54    0.146    0.166    0.093  999.000  999.000    0.110    0.216    0.089    0.433    0.241    0.196    0.128   4
11 55    0.152    0.138    0.109  999.000  999.000    0.150    0.166    0.091    0.518    0.194    0.191    0.170   4
11 56    0.163    0.118    0.145  999.000  999.000    0.200    0.112    0.135    0.451    0.188    0.171    0.218   4
11 57    0.134    0.091    0.103  999.000  999.000    0.222    0.138    0.160    0.398    0.199    0.185    0.158   4
11 58    0.139    0.088    0.120  999.000  999.000    0.279    0.184    0.163    0.131    0.323    0.179    0.170   4
11 59    0.243    0.147    0.163  999.000  999.000    0.311    0.244    0.142    0.312    0.202    0.181    0.481   4
12 00    0.260    0.124    0.190  999.000  999.000    0.303    0.176    0.137    0.559    0.304    0.177    0.550   4
12 01    0.211    0.097    0.200  999.000  999.000    0.210    0.163    0.119    1.101    0.272    0.128    0.419   4
12 02    0.175    0.116    0.186  999.000  999.000    0.402    0.349    0.179    0.803    0.216    0.112    0.286   4
12 03    0.138    0.107    0.123  999.000  999.000    0.306    0.189    0.152    0.813    0.189    0.142    0.178   4
12 04    0.124    0.153    0.088  999.000  999.000    0.160    0.138    0.134    0.388    0.140    0.145    0.112   4
12 05    0.146    0.141    0.114  999.000  999.000    0.231    0.153    0.135    0.127    0.207    0.144    0.185   4
12 06    0.117    0.098    0.095  999.000  999.000    0.342    0.204    0.161    0.070    0.284    0.126    0.149   4
12 07    0.109    0.095    0.080  999.000  999.000    0.191    0.167    0.161    0.208    0.247    0.166    0.095   4
12 08    0.101    0.092    0.081  999.000  999.000    0.177    0.184    0.159    0.242    0.273    0.168    0.062   4
12 09    0.099    0.078    0.073  999.000  999.000    0.292    0.209    0.203    0.118    0.219    0.133    0.112   4
12 10    0.134    0.127    0.067  999.000  999.000    0.407    0.230    0.205    0.144    0.261    0.234    0.109   4
12 11    0.149    0.159    0.062  999.000  999.000    0.265    0.133    0.142    0.155    0.328    0.254    0.122   4
12 12    0.101    0.104    0.061  999.000  999.000    0.324    0.208    0.141    0.105    0.243    0.140    0.099   4
12 13    0.116    0.084    0.064  999.000  999.000    0.353    0.223    0.120    0.082    0.233    0.142    0.175   4
12 14    0.111    0.081    0.071  999.000  999.000    0.441    0.230    0.134    0.120    0.165    0.131    0.162   4
12 15    0.108    0.077    0.066  999.000  999.000    0.327    0.190    0.099    0.207    0.216    0.148    0.139   4
12 16    0.115    0.075    0.057  999.000  999.000    0.236    0.133    0.091    0.241    0.356    0.206    0.123   4
12 17    0.115    0.112    0.066  999.000  999.000    0.170    0.144    0.090    0.236    0.255    0.123    0.159   4
12 18    0.116    0.100    0.076  999.000  999.000    0.323    0.174    0.143    0.301    0.277    0.116    0.172   4
12 19    0.098    0.081    0.102  999.000  999.000    0.244    0.204    0.144    0.201    0.232    0.069    0.140   4
12 20    0.125    0.089    0.093  999.000  999.000    0.225    0.167    0.160    0.222    0.213    0.160    0.159   4
12 21    0.119    0.080    0.110  999.000  999.000    0.263    0.125    0.120    0.196    0.200    0.147    0.139   4
12 22    0.096    0.074    0.080  999.000  999.000    0.281    0.127    0.111    0.156    0.208    0.102    0.127   4
12 23    0.082    0.084    0.066  999.000  999.000    0.165    0.064    0.088    0.139    0.157    0.065    0.114   4
12 24    0.100    0.099    0.055  999.000  999.000    0.195    0.064    0.108    0.145    0.114    0.117    0.131   4
12 25    0.113    0.097    0.066  999.000  999.000    0.438    0.148    0.193    0.189    0.100    0.134    0.153   4
12 26    0.127    0.111    0.050  999.000  999.000    0.472    0.285    0.134    0.136    0.130    0.149    0.196   4
12 27    0.122    0.089    0.053  999.000  999.000    0.368    0.214    0.124    0.094    0.183    0.135    0.211   4
12 28    0.079    0.039    0.057  999.000  999.000    0.225    0.153    0.094    0.155    0.181    0.070    0.151   4
12 29    0.075    0.051    0.066  999.000  999.000    0.204    0.105    0.151    0.195    0.179    0.075    0.109   4
12 30    0.074    0.087    0.085  999.000  999.000    0.170    0.100    0.115    0.095    0.117    0.061    0.064   4
12 31    0.084    0.099    0.089  999.000  999.000    0.266    0.153    0.112    0.157    0.217    0.055    0.094   4
12 32    0.071    0.074    0.058  999.000  999.000    0.162    0.131    0.104    0.156    0.187    0.066    0.087   4
12 33    0.059    0.061    0.062  999.000  999.000    0.199    0.089    0.086    0.097    0.170    0.074    0.039   4
12 34    0.056    0.064    0.046  999.000  999.000    0.201    0.101    0.071    0.112    0.208    0.097    0.019   4
12 35    0.066    0.070    0.060  999.000  999.000    0.097    0.135    0.070    0.105    0.176    0.115    0.019   4
12 36    0.083    0.058    0.074  999.000  999.000    0.115    0.146    0.044    0.106    0.268    0.161    0.036   4
12 37    0.078    0.084    0.072  999.000  999.000    0.248    0.188    0.086    0.066    0.173    0.096    0.059   4
12 38    0.078    0.102    0.076  999.000  999.000    0.258    0.141    0.126    0.062    0.106    0.077    0.057   4
12 39    0.053    0.086    0.054  999.000  999.000    0.279    0.141    0.114    0.111    0.086    0.043    0.030   4
12 40    0.052    0.058    0.060  999.000  999.000    0.459    0.128    0.157    0.135    0.103    0.050    0.042   4
12 41    0.067    0.048    0.064  999.000  999.000    0.432    0.167    0.160    0.165    0.152    0.081    0.073   4
12 42    0.072    0.053    0.057  999.000  999.000    0.350    0.148    0.123    0.245    0.191    0.078    0.097   4
12 43    0.074    0.083    0.064  999.000  999.000    0.161    0.069    0.067    0.454    0.180    0.058    0.090   4
12 44    0.057    0.058    0.050  999.000  999.000    0.274    0.159    0.115    0.425    0.115    0.054    0.064   4
12 45    0.052    0.067    0.036  999.000  999.000    0.239    0.160    0.090    0.413    0.077    0.048    0.056   4
12 46    0.047    0.062    0.040  999.000  999.000    0.140    0.089    0.061    0.422    0.080    0.050    0.036   4
12 47    0.058    0.044    0.046  999.000  999.000    0.235    0.141    0.074    0.507    0.087    0.088    0.052   4
12 48    0.087    0.068    0.076  999.000  999.000    0.195    0.124    0.072    0.369    0.120    0.117    0.085   4
