HH MM       Wp      kak      lrm      wmq      izn      fur      ebr      tdc      sjg      tuc      hon      cnb   n
08 35    0.039    0.049    0.038  999.000  999.000    0.139    0.092  999.000    0.018    0.042    0.018    0.055   3
08 36    0.030    0.047    0.034  999.000  999.000    0.122    0.117  999.000    0.029    0.034    0.014    0.044   3
08 37    0.030    0.079    0.032  999.000  999.000    0.116    0.040  999.000    0.018    0.028    0.026    0.036   3
08 38    0.051    0.064    0.039  999.000  999.000    0.104    0.032  999.000    0.019    0.036    0.049    0.056   4
08 39    0.054    0.093    0.049  999.000  999.000    0.115    0.058  999.000    0.036    0.041    0.019    0.063   4
08 40    0.048    0.083    0.037  999.000  999.000    0.059    0.094  999.000    0.022    0.036    0.027    0.046   4
08 41    0.035    0.047    0.033  999.000  999.000    0.066    0.088  999.000    0.010    0.035    0.022    0.034   4
08 42    0.045    0.043    0.061  999.000  999.000    0.098    0.099  999.000    0.014    0.053    0.023    0.059   4
08 43    0.048    0.056    0.060  999.000  999.000    0.091    0.172  999.000    0.016    0.056    0.025    0.057   4
08 44    0.059    0.055    0.046  999.000  999.000    0.044    0.059  999.000    0.022    0.075    0.033    0.075   4
08 45    0.057    0.055    0.040  999.000  999.000    0.062    0.168  999.000    0.028    0.053    0.029    0.090   4
08 46    0.054    0.048    0.049  999.000  999.000    0.140    0.272  999.000    0.019    0.049    0.026    0.090   4
08 47    0.060    0.056    0.075  999.000  999.000    0.140    0.213  999.000    0.016    0.049    0.025    0.111   4
08 48    0.047    0.080    0.056  999.000  999.000    0.213    0.135  999.000    0.018    0.026    0.016    0.065   4
08 49    0.040    0.057    0.053  999.000  999.000    0.147    0.141  999.000    0.012    0.039    0.030    0.033   4
08 50    0.036    0.033    0.030  999.000  999.000    0.095    0.145  999.000    0.016    0.048    0.027    0.036   4
08 51    0.041    0.031    0.016  999.000  999.000    0.105    0.177  999.000    0.033    0.054    0.022    0.056   4
08 52    0.035    0.029    0.035  999.000  999.000    0.069    0.245  999.000    0.030    0.041    0.016    0.056   4
08 53    0.046    0.024    0.074  999.000  999.000    0.133    0.240  999.000    0.040    0.042    0.019    0.098   4
08 54    0.065    0.061    0.084  999.000  999.000    0.191    0.083  999.000    0.031    0.034    0.018    0.147   4
08 55    0.068    0.083    0.087  999.000  999.000    0.259    0.241  999.000    0.019    0.030    0.026    0.134   4
08 56    0.046    0.063    0.048  999.000  999.000    0.198    0.319  999.000    0.014    0.027    0.031    0.064   4
08 57    0.041    0.052    0.041  999.000  999.000    0.171    0.346  999.000    0.018    0.026    0.017    0.070   4
08 58    0.042    0.029    0.061  999.000  999.000    0.125    0.185  999.000    0.022    0.029    0.009    0.100   4
08 59    0.056    0.086    0.047  999.000  999.000    0.209    0.082  999.000    0.030    0.028    0.021    0.089   4
09 00    0.048    0.084    0.035  999.000  999.000    0.269  999.000  999.000    0.027    0.035    0.024    0.050   4
09 01    0.028    0.026    0.021  999.000  999.000    0.134  999.000  999.000    0.029    0.039    0.017    0.029   4
09 02    0.026    0.044    0.028  999.000  999.000    0.109  999.000  999.000    0.018    0.021    0.016    0.023   4
09 03    0.021    0.028    0.033  999.000  999.000    0.090  999.000  999.000    0.021    0.022    0.010    0.025   4
09 04    0.022    0.023    0.042  999.000  999.000    0.132  999.000  999.000    0.068    0.024    0.010    0.033   4
09 05    0.025    0.029    0.027  999.000  999.000    0.123  999.000  999.000    0.051    0.027    0.014    0.031   4
09 06    0.035    0.051    0.044  999.000  999.000    0.069  999.000  999.000    0.033    0.043    0.024    0.024   4
09 07    0.027    0.028    0.047  999.000  999.000    0.203  999.000  999.000    0.035    0.024    0.016    0.042   4
09 08    0.030    0.028    0.051  999.000  999.000    0.177  999.000  999.000    0.026    0.027    0.019    0.045   4
09 09    0.038    0.027    0.060  999.000  999.000    0.116  999.000  999.000    0.035    0.033    0.020    0.071   4
09 10    0.061    0.062    0.058  999.000  999.000    0.122  999.000  999.000    0.033    0.018    0.019    0.145   4
09 11    0.068    0.079    0.044  999.000  999.000    0.072  999.000  999.000    0.019    0.030    0.020    0.143   4
09 12    0.072    0.082    0.040  999.000  999.000    0.086  999.000  999.000    0.024    0.030    0.044    0.132   4
09 13    0.057    0.035    0.048  999.000  999.000    0.142  999.000  999.000    0.028    0.052    0.066    0.074   4
09 14    0.063    0.032    0.039  999.000  999.000    0.190    0.160  999.000    0.038    0.048    0.062    0.110   4
09 15    0.038    0.026    0.025  999.000  999.000    0.084    0.242  999.000    0.032    0.024    0.030    0.073   4
09 16    0.036    0.043    0.031  999.000  999.000    0.125    0.082  999.000    0.018    0.023    0.019    0.058   4
09 17    0.031    0.043    0.026  999.000  999.000    0.104    0.066  999.000    0.021    0.024    0.012    0.044   4
09 18    0.032    0.034    0.028  999.000  999.000    0.081    0.042  999.000    0.029    0.029    0.013    0.051   4
09 19    0.039    0.046    0.038  999.000  999.000    0.132    0.076  999.000    0.032    0.033    0.012    0.067   4
09 20    0.056    0.072    0.030  999.000  999.000    0.137    0.080  999.000    0.028    0.035    0.014    0.102   4
09 21    0.051    0.046    0.031  999.000  999.000    0.168    0.080  999.000    0.022    0.047    0.018    0.092   4
09 22    0.042    0.024    0.035  999.000  999.000    0.086    0.053  999.000    0.020    0.039    0.021    0.084   4
09 23    0.027    0.034    0.034  999.000  999.000    0.108    0.038  999.000    0.015    0.023    0.012    0.038   4
09 24    0.027    0.046    0.030  999.000  999.000    0.106    0.048  999.000    0.016    0.022    0.013    0.026   4
09 25    0.034    0.042    0.035  999.000  999.000    0.155    0.131  999.000    0.019    0.037    0.019    0.040   4
09 26    0.028    0.026    0.042  999.000  999.000    0.119    0.164  999.000    0.028    0.039    0.015    0.033   4
09 27    0.035    0.043    0.036  999.000  999.000    0.118    0.108  999.000    0.024    0.032    0.016    0.046   4
09 28    0.038    0.037    0.032  999.000  999.000    0.076    0.095  999.000    0.024    0.035    0.016    0.063   4
09 29    0.038    0.050    0.036  999.000  999.000    0.079    0.103  999.000    0.017    0.031    0.016    0.058   4
09 30    0.037    0.051    0.048  999.000  999.000    0.152    0.126  999.000    0.024    0.032    0.019    0.048   4
09 31    0.035    0.042    0.043  999.000  999.000    0.154    0.122  999.000    0.049    0.033    0.020    0.043   4
09 32    0.043    0.053    0.035  999.000  999.000    0.102    0.100  999.000    0.036    0.038    0.021    0.060   4
09 33    0.046    0.051    0.018  999.000  999.000    0.096    0.108  999.000    0.024    0.041    0.020    0.070   4
09 34    0.042    0.044    0.026  999.000  999.000    0.089    0.127  999.000    0.026    0.031    0.021    0.074   4
09 35    0.041    0.045    0.031  999.000  999.000    0.139    0.088  999.000    0.025    0.036    0.019    0.062   4
09 36    0.035    0.037    0.030  999.000  999.000    0.153    0.076  999.000    0.027    0.033    0.018    0.053   4
09 37    0.037    0.051    0.036  999.000  999.000    0.144    0.066  999.000    0.045    0.034    0.023    0.041   4
09 38    0.037    0.039    0.028  999.000  999.000    0.235    0.069  999.000    0.031    0.039    0.024    0.047   4
09 39    0.040    0.044    0.042  999.000  999.000    0.200    0.068  999.000    0.022    0.022    0.013    0.081   4
09 40    0.048    0.062    0.056  999.000  999.000    0.106    0.065  999.000    0.028    0.020    0.015    0.096   4
09 41    0.027    0.033    0.025  999.000  999.000    0.091    0.065  999.000    0.022    0.018    0.010    0.045   4
09 42    0.025    0.037    0.035  999.000  999.000    0.075    0.064  999.000    0.042    0.016    0.012    0.033   4
09 43    0.041    0.061    0.037  999.000  999.000    0.098    0.108  999.000    0.021    0.024    0.017    0.060   4
09 44    0.035    0.054    0.034  999.000  999.000    0.073    0.091  999.000    0.041    0.021    0.014    0.050   4
09 45    0.025    0.038    0.038  999.000  999.000    0.065    0.065  999.000    0.036    0.014    0.012    0.038   4
09 46    0.024    0.046    0.049  999.000  999.000    0.164    0.054  999.000    0.029    0.013    0.009    0.030   4
09 47    0.024    0.029    0.056  999.000  999.000    0.209    0.043  999.000    0.028    0.015    0.011    0.041   4
09 48    0.027    0.024    0.047  999.000  999.000    0.073    0.065  999.000    0.036    0.030    0.020    0.033   4
09 49    0.035    0.041    0.036  999.000  999.000    0.161    0.093  999.000    0.039    0.033    0.021    0.044   4
09 50    0.030    0.024    0.032  999.000  999.000    0.178    0.099  999.000    0.028    0.028    0.018    0.050   4
09 51    0.034    0.032    0.030  999.000  999.000    0.171    0.147  999.000    0.014    0.039    0.018    0.046   4
09 52    0.030    0.018    0.042  999.000  999.000    0.177    0.083  999.000    0.023    0.040    0.021    0.043   4
09 53    0.026    0.020    0.032  999.000  999.000    0.118    0.093  999.000    0.027    0.025    0.016    0.044   4
09 54    0.036    0.038    0.040  999.000  999.000    0.079    0.076  999.000    0.046    0.034    0.015    0.056   4
09 55    0.035    0.047    0.044  999.000  999.000    0.071    0.216  999.000    0.033    0.028    0.018    0.049   4
09 56    0.032    0.034    0.051  999.000  999.000    0.061    0.174  999.000    0.041    0.022    0.014    0.057   4
09 57    0.024    0.033    0.035  999.000  999.000    0.158    0.079  999.000    0.024    0.019    0.008    0.035   4
09 58    0.025    0.034    0.028  999.000  999.000    0.119    0.061  999.000    0.022    0.025    0.007    0.036   4
09 59    0.029    0.042    0.043  999.000  999.000    0.092    0.081  999.000    0.023    0.026    0.007    0.043   4
10 00    0.024    0.041    0.035  999.000  999.000    0.063    0.099  999.000    0.030    0.024    0.008    0.022   4
10 01    0.021    0.025    0.038  999.000  999.000    0.088    0.063  999.000    0.021    0.027    0.010    0.021   4
10 02    0.023    0.031    0.021  999.000  999.000    0.060    0.032  999.000    0.034    0.024    0.009    0.027   4
10 03    0.028    0.052    0.021  999.000  999.000    0.100    0.066  999.000    0.024    0.031    0.009    0.019   4
10 04    0.033    0.067    0.018  999.000  999.000    0.106    0.055  999.000    0.016    0.033    0.010    0.023   4
10 05    0.025    0.038    0.031  999.000  999.000    0.053    0.092  999.000    0.017    0.026    0.010    0.025   4
10 06    0.025    0.017    0.038  999.000  999.000    0.103    0.207  999.000    0.032    0.031    0.014    0.026   5
10 07    0.031    0.022    0.057  999.000  999.000    0.142    0.222  999.000    0.031    0.031    0.016    0.030   5
10 08    0.036    0.060    0.039  999.000  999.000    0.216    0.058  999.000    0.020    0.030    0.016    0.033   5
10 09    0.030    0.021    0.049  999.000  999.000    0.147    0.043  999.000    0.032    0.030    0.012    0.039   5
10 10    0.044    0.046    0.050  999.000  999.000    0.151    0.042  999.000    0.050    0.038    0.014    0.071   5
10 11    0.031    0.037    0.029  999.000  999.000    0.088    0.075  999.000    0.040    0.025    0.012    0.051   5
10 12    0.023    0.014    0.033  999.000  999.000    0.079    0.128  999.000    0.026    0.025    0.015    0.028   5
10 13    0.026    0.041    0.030  999.000  999.000    0.058    0.102  999.000    0.023    0.024    0.010    0.024   5
10 14    0.025    0.046    0.026  999.000  999.000    0.141    0.070  999.000    0.026    0.026    0.009    0.020   5
10 15    0.023    0.040    0.028  999.000  999.000    0.084    0.076  999.000    0.026    0.017    0.008    0.022   5
10 16    0.025    0.042    0.029  999.000  999.000    0.082    0.048  999.000    0.020    0.020    0.007    0.024   5
10 17    0.027    0.049    0.026  999.000  999.000    0.121    0.066  999.000    0.026    0.017    0.012    0.029   5
10 18    0.027    0.049    0.027  999.000  999.000    0.127    0.062  999.000    0.031    0.017    0.010    0.035   5
10 19    0.031    0.059    0.030  999.000  999.000    0.115    0.053  999.000    0.051    0.016    0.013    0.037   5
10 20    0.031    0.053    0.025  999.000  999.000    0.077    0.087  999.000    0.046    0.013    0.016    0.047   5
10 21    0.036    0.049    0.029  999.000  999.000    0.093    0.104  999.000    0.030    0.011    0.023    0.069   5
10 22    0.034    0.052    0.037  999.000  999.000    0.085    0.073  999.000    0.039    0.014    0.014    0.053   5
10 23    0.032    0.047    0.042  999.000  999.000    0.092    0.042  999.000    0.056    0.020    0.013    0.039   5
10 24    0.028    0.037    0.032  999.000  999.000    0.067    0.066  999.000    0.054    0.023    0.014    0.033   5
10 25    0.028    0.033    0.035  999.000  999.000    0.054    0.104  999.000    0.043    0.023    0.014    0.032   5
10 26    0.029    0.034    0.043  999.000  999.000    0.131    0.057  999.000    0.040    0.020    0.016    0.032   5
10 27    0.032    0.064    0.030  999.000  999.000    0.083    0.061  999.000    0.039    0.020    0.016    0.030   5
10 28    0.030    0.054    0.029  999.000  999.000    0.102    0.069  999.000    0.026    0.014    0.017    0.037   5
10 29    0.028    0.043    0.031  999.000  999.000    0.075    0.100  999.000    0.027    0.010    0.020    0.034   5
10 30    0.028    0.038    0.027  999.000  999.000    0.063    0.143  999.000    0.028    0.010    0.019    0.045   5
10 31    0.032    0.047    0.034  999.000  999.000    0.116    0.107  999.000    0.021    0.017    0.021    0.041   5
10 32    0.031    0.052    0.032  999.000  999.000    0.109    0.059  999.000    0.020    0.017    0.016    0.035   5
10 33    0.036    0.071    0.033  999.000  999.000    0.095    0.051  999.000    0.019    0.025    0.018    0.034   5
10 34    0.030    0.051    0.034  999.000  999.000    0.114    0.080  999.000    0.021    0.018    0.023    0.026   5
10 35    0.031    0.038    0.030  999.000  999.000    0.177    0.069  999.000    0.034    0.034    0.018    0.037   5
10 36    0.028    0.040    0.023  999.000  999.000    0.177    0.068  999.000    0.030    0.029    0.014    0.033   5
10 37    0.031    0.041    0.032  999.000  999.000    0.115    0.067  999.000    0.018    0.027    0.024    0.030   5
10 38    0.032    0.014    0.048  999.000  999.000    0.109    0.081  999.000    0.025    0.018    0.025    0.055   5
10 39    0.032    0.049    0.020  999.000  999.000    0.113    0.042  999.000    0.039    0.036    0.015    0.038   5
10 40    0.032    0.067    0.022  999.000  999.000    0.143    0.070  999.000    0.034    0.024    0.017    0.030   5
10 41    0.025    0.035    0.010  999.000  999.000    0.119    0.094  999.000    0.021    0.026    0.017    0.037   5
10 42    0.024    0.029    0.022  999.000  999.000    0.079    0.107  999.000    0.028    0.031    0.013    0.026   5
10 43    0.027    0.046    0.026  999.000  999.000    0.076    0.077  999.000    0.015    0.033    0.014    0.014   5
10 44    0.023    0.035    0.021  999.000  999.000    0.083    0.096  999.000    0.020    0.022    0.013    0.024   5
10 45    0.023    0.022    0.021  999.000  999.000    0.101    0.072  999.000    0.048    0.027    0.013    0.030   5
10 46    0.023    0.032    0.028  999.000  999.000    0.105    0.054  999.000    0.046    0.022    0.012    0.019   5
10 47    0.031    0.051    0.046  999.000  999.000    0.100    0.048  999.000    0.036    0.025    0.013    0.023   5
10 48    0.033    0.052    0.039  999.000  999.000    0.174    0.088  999.000    0.052    0.029    0.018    0.026   5
10 49    0.027    0.047    0.038  999.000  999.000    0.123    0.082  999.000    0.040    0.018    0.011    0.020   5
10 50    0.032    0.063    0.036  999.000  999.000    0.158    0.069  999.000    0.033    0.021    0.014    0.025   5
10 51    0.034    0.060    0.050  999.000  999.000    0.229    0.094  999.000    0.030    0.018    0.012    0.029   5
10 52    0.030    0.034    0.031  999.000  999.000    0.204    0.080  999.000    0.047    0.032    0.017    0.038   5
10 53    0.028    0.037    0.030  999.000  999.000    0.108    0.101  999.000    0.042    0.025    0.016    0.034   5
10 54    0.028    0.039    0.032  999.000  999.000    0.064    0.113  999.000    0.015    0.024    0.015    0.029   5
10 55    0.032    0.043    0.028  999.000  999.000    0.105    0.058  999.000    0.030    0.028    0.017    0.042   5
10 56    0.029    0.037    0.030  999.000  999.000    0.105    0.040  999.000    0.039    0.028    0.020    0.032   5
10 57    0.030    0.029    0.032  999.000  999.000    0.088    0.058  999.000    0.032    0.028    0.026    0.035   5
10 58    0.028    0.044    0.028  999.000  999.000    0.153    0.045  999.000    0.038    0.027    0.020    0.022   5
10 59    0.028    0.033    0.034  999.000  999.000    0.125    0.060  999.000    0.032    0.028    0.020    0.025   5
11 00    0.039    0.023    0.051  999.000  999.000    0.137    0.032  999.000    0.035    0.041    0.024    0.054   5
11 01    0.033    0.034    0.030  999.000  999.000    0.149    0.040  999.000    0.036    0.031    0.022    0.048   5
11 02    0.025    0.032    0.018  999.000  999.000    0.094    0.100  999.000    0.032    0.026    0.018    0.031   5
11 03    0.027    0.040    0.018  999.000  999.000    0.140    0.101  999.000    0.042    0.036    0.012    0.029   5
11 04    0.025    0.022    0.029  999.000  999.000    0.119    0.076  999.000    0.031    0.033    0.020    0.022   5
11 05    0.031    0.029    0.048  999.000  999.000    0.080    0.051  999.000    0.022    0.037    0.018    0.022   5
11 06    0.027    0.028    0.024  999.000  999.000    0.080    0.077  999.000    0.023    0.040    0.019    0.026   5
11 07    0.025    0.034    0.025  999.000  999.000    0.217    0.038  999.000    0.050    0.027    0.013    0.025   5
11 08    0.030    0.044    0.038  999.000  999.000    0.290    0.055  999.000    0.042    0.026    0.011    0.030   5
11 09    0.032    0.054    0.036  999.000  999.000    0.223    0.051  999.000    0.035    0.025    0.014    0.033   5
11 10    0.034    0.038    0.035  999.000  999.000    0.168    0.102  999.000    0.036    0.031    0.019    0.049   5
11 11    0.051    0.044    0.053  999.000  999.000    0.190    0.104  999.000    0.079    0.069    0.026    0.061   5
11 12    0.073    0.053    0.069  999.000  999.000    0.286    0.144  999.000    0.114    0.083    0.039    0.123   5
11 13    0.110    0.052    0.083  999.000  999.000    0.239    0.082  999.000    0.065    0.047    0.069    0.302   5
11 14    0.084    0.052    0.082  999.000  999.000    0.260    0.065  999.000    0.067    0.034    0.043    0.212   5
11 15    0.105    0.091    0.077  999.000  999.000    0.215    0.064  999.000    0.028    0.047    0.078    0.231   5
11 16    0.149    0.135    0.097  999.000  999.000    0.198    0.067  999.000    0.024    0.044    0.108    0.361   5
11 17    0.145    0.112    0.083  999.000  999.000    0.125    0.059  999.000    0.049    0.047    0.115    0.367   5
11 18    0.076    0.063    0.049  999.000  999.000    0.118    0.084  999.000    0.051    0.034    0.033    0.201   5
11 19    0.046    0.068    0.042  999.000  999.000    0.107    0.071  999.000    0.052    0.029    0.025    0.068   5
11 20    0.044    0.062    0.032  999.000  999.000    0.153    0.076  999.000    0.035    0.025    0.021    0.080   5
11 21    0.037    0.046    0.020  999.000  999.000    0.084    0.056  999.000    0.058    0.030    0.021    0.070   5
11 22    0.038    0.048    0.028  999.000  999.000    0.088    0.094  999.000    0.041    0.028    0.021    0.066   5
11 23    0.066    0.057    0.054  999.000  999.000    0.105    0.081  999.000    0.024    0.021    0.044    0.154   5
11 24    0.115    0.075    0.086  999.000  999.000    0.081    0.080  999.000    0.042    0.027    0.080    0.308   5
11 25    0.096    0.066    0.105  999.000  999.000    0.066    0.176  999.000    0.049    0.039    0.050    0.220   5
11 26    0.071    0.065    0.095  999.000  999.000    0.106    0.265  999.000    0.035    0.044    0.033    0.119   5
11 27    0.065    0.050    0.079  999.000  999.000    0.129    0.216  999.000    0.053    0.063    0.029    0.103   5
11 28    0.062    0.042    0.065  999.000  999.000    0.187    0.138  999.000    0.097    0.041    0.024    0.136   5
11 29    0.055    0.040    0.070  999.000  999.000    0.294    0.089  999.000    0.086    0.040    0.021    0.102   5
11 30    0.038    0.042    0.046  999.000  999.000    0.181    0.097  999.000    0.056    0.041    0.017    0.044   5
11 31    0.032    0.047    0.025  999.000  999.000    0.099    0.201  999.000    0.041    0.040    0.023    0.033   4
11 32    0.040    0.035    0.019  999.000  999.000    0.097    0.110  999.000    0.035    0.033    0.024    0.079   4
11 33    0.028    0.028    0.026  999.000  999.000    0.071    0.054  999.000    0.024    0.033    0.019    0.041   4
11 34    0.025    0.032    0.030  999.000  999.000    0.112    0.075  999.000    0.024    0.016    0.011    0.028   4
11 35    0.031    0.034    0.030  999.000  999.000    0.109    0.120  999.000    0.034    0.019    0.014    0.046   4
11 36    0.023    0.028    0.026  999.000  999.000    0.082    0.121  999.000    0.042    0.019    0.010    0.028   4
11 37    0.022    0.024    0.020  999.000  999.000    0.084    0.139  999.000    0.044    0.016    0.011    0.031   4
11 38    0.032    0.037    0.033  999.000  999.000    0.107    0.115  999.000    0.038    0.026    0.016    0.041   4
11 39    0.035    0.047    0.040  999.000  999.000    0.082    0.076  999.000    0.030    0.030    0.014    0.038   4
11 40    0.031    0.050    0.029  999.000  999.000    0.069    0.065  999.000    0.032    0.019    0.014    0.030   4
11 41    0.032    0.042    0.035  999.000  999.000    0.182    0.043  999.000    0.037    0.017    0.012    0.040   4
11 42    0.027    0.040    0.024  999.000  999.000    0.129    0.056  999.000    0.049    0.025    0.011    0.033   4
11 43    0.022    0.029    0.021  999.000  999.000    0.113    0.066  999.000    0.052    0.035    0.012    0.028   4
11 44    0.034    0.040    0.049  999.000  999.000    0.132    0.059  999.000    0.055    0.032    0.012    0.034   4
11 45    0.034    0.040    0.052  999.000  999.000    0.108    0.072  999.000    0.037    0.041    0.013    0.031   4
11 46    0.029    0.043    0.037  999.000  999.000    0.085    0.119  999.000    0.034    0.031    0.009    0.027   4
11 47    0.031    0.046    0.022  999.000  999.000    0.092    0.103  999.000    0.028    0.039    0.018    0.036   4
11 48    0.030    0.039    0.043  999.000  999.000    0.097    0.064  999.000    0.030    0.023    0.011    0.026   4
11 49    0.024    0.030    0.031  999.000  999.000    0.101    0.060  999.000    0.029    0.028    0.010    0.024   4
11 50    0.024    0.024    0.027  999.000  999.000    0.095    0.047  999.000    0.051    0.031    0.013    0.033   4
11 51    0.022    0.038    0.023  999.000  999.000    0.124    0.058  999.000    0.039    0.026    0.014    0.012   4
11 52    0.026    0.038    0.027  999.000  999.000    0.124    0.088  999.000    0.023    0.027    0.011    0.027   4
11 53    0.026    0.051    0.022  999.000  999.000    0.099    0.091  999.000    0.034    0.040    0.014    0.018   4
11 54    0.035    0.040    0.045  999.000  999.000    0.065    0.112  999.000    0.042    0.024    0.015    0.040   4
11 55    0.032    0.037    0.043  999.000  999.000    0.169    0.107  999.000    0.033    0.041    0.014    0.033   4
11 56    0.030    0.036    0.021  999.000  999.000    0.151    0.071  999.000    0.034    0.063    0.029    0.033   4
11 57    0.028    0.044    0.016  999.000  999.000    0.117    0.062  999.000    0.046    0.080    0.026    0.027   4
11 58    0.030    0.046    0.022  999.000  999.000    0.172    0.083  999.000    0.045    0.049    0.017    0.034   4
11 59    0.029    0.036    0.037  999.000  999.000    0.179    0.041  999.000    0.047    0.032    0.014    0.030   4
12 00    0.026    0.031    0.034  999.000  999.000    0.131    0.082  999.000    0.039    0.054    0.014    0.023   4
12 01    0.032    0.039    0.037  999.000  999.000    0.147    0.164  999.000    0.052    0.034    0.016    0.036   4
12 02    0.034    0.039    0.034  999.000  999.000    0.180    0.189  999.000    0.035    0.020    0.014    0.048   4
12 03    0.034    0.044    0.031  999.000  999.000    0.183    0.145  999.000    0.076    0.044    0.019    0.044   4
12 04    0.028    0.021    0.022  999.000  999.000    0.289    0.111  999.000    0.070    0.062    0.019    0.049   4
12 05    0.029    0.020    0.024  999.000  999.000    0.280    0.123  999.000    0.079    0.073    0.017    0.055   4
12 06    0.041    0.031    0.061  999.000  999.000    0.484    0.162  999.000    0.116    0.089    0.021    0.052   4
12 07    0.071    0.046    0.130  999.000  999.000    0.492    0.206  999.000    0.149    0.102    0.018    0.088   4
12 08    0.043    0.038    0.061  999.000  999.000    0.230    0.116  999.000    0.059    0.059    0.026    0.046   4
12 09    0.027    0.043    0.023  999.000  999.000    0.141    0.092  999.000    0.062    0.090    0.030    0.014   4
12 10    0.035    0.042    0.031  999.000  999.000    0.132    0.082  999.000    0.045    0.061    0.022    0.046   4
12 11    0.052    0.071    0.058  999.000  999.000    0.151    0.103  999.000    0.029    0.037    0.018    0.061   4
12 12    0.063    0.087    0.075  999.000  999.000    0.314    0.149  999.000    0.042    0.030    0.029    0.059   4
12 13    0.067    0.089    0.076  999.000  999.000    0.165    0.116  999.000    0.031    0.061    0.031    0.073   4
12 14    0.047    0.044    0.071  999.000  999.000    0.189    0.133  999.000    0.055    0.065    0.035    0.040   4
12 15    0.038    0.036    0.048  999.000  999.000    0.213    0.147  999.000    0.049    0.055    0.027    0.040   4
12 16    0.046    0.054    0.067  999.000  999.000    0.219    0.111  999.000    0.023    0.040    0.024    0.040   4
12 17    0.048    0.069    0.067  999.000  999.000    0.136    0.090  999.000    0.063    0.043    0.021    0.036   4
12 18    0.035    0.051    0.041  999.000  999.000    0.080    0.085  999.000    0.046    0.064    0.013    0.035   4
12 19    0.031    0.041    0.021  999.000  999.000    0.098    0.139  999.000    0.062    0.063    0.027    0.033   4
12 20    0.050    0.053    0.048  999.000  999.000    0.152    0.164  999.000    0.060    0.051    0.035    0.063   4
12 21    0.048    0.059    0.059  999.000  999.000    0.208    0.136  999.000    0.039    0.037    0.022    0.051   4
12 22    0.045    0.058    0.037  999.000  999.000    0.162    0.051  999.000    0.039    0.045    0.023    0.063   4
12 23    0.050    0.068    0.038  999.000  999.000    0.256    0.085  999.000    0.095    0.079    0.021    0.072   4
12 24    0.076    0.106    0.082  999.000  999.000    0.248    0.066  999.000    0.084    0.055    0.022    0.095   4
12 25    0.076    0.112    0.073  999.000  999.000    0.172    0.065  999.000    0.061    0.036    0.037    0.082   4
12 26    0.051    0.055    0.032  999.000  999.000    0.210    0.094  999.000    0.069    0.047    0.030    0.087   4
12 27    0.035    0.044    0.030  999.000  999.000    0.346    0.146  999.000    0.086    0.053    0.020    0.047   4
12 28    0.028    0.039    0.028  999.000  999.000    0.205    0.115  999.000    0.075    0.032    0.019    0.026   4
12 29    0.035    0.048    0.023  999.000  999.000    0.135    0.046  999.000    0.076    0.023    0.026    0.043   4
12 30    0.050    0.052    0.031  999.000  999.000    0.100    0.089  999.000    0.057    0.024    0.038    0.077   4
12 31    0.051    0.044    0.050  999.000  999.000    0.148    0.174  999.000    0.048    0.037    0.034    0.075   4
12 32    0.042    0.037    0.039  999.000  999.000    0.168    0.217  999.000    0.040    0.039    0.026    0.067   4
12 33    0.039    0.021    0.030  999.000  999.000    0.064    0.126  999.000    0.036    0.059    0.034    0.073   4
12 34    0.032    0.026    0.014  999.000  999.000    0.161    0.062  999.000    0.079    0.059    0.024    0.063   4
12 35    0.033    0.033    0.025  999.000  999.000    0.203    0.084  999.000    0.082    0.054    0.024    0.049   4
12 36    0.029    0.036    0.028  999.000  999.000    0.220    0.089  999.000    0.047    0.025    0.021    0.034   4
12 37    0.039    0.059    0.034  999.000  999.000    0.199    0.049  999.000    0.067    0.060    0.030    0.034   4
12 38    0.044    0.045    0.066  999.000  999.000    0.279    0.104  999.000    0.085    0.071    0.028    0.037   4
12 39    0.047    0.057    0.080  999.000  999.000    0.233    0.081  999.000    0.066    0.034    0.012    0.037   4
12 40    0.030    0.038    0.051  999.000  999.000    0.246    0.092  999.000    0.046    0.031    0.010    0.021   4
12 41    0.026    0.029    0.033  999.000  999.000    0.154    0.086  999.000    0.045    0.027    0.016    0.027   4
12 42    0.035    0.057    0.026  999.000  999.000    0.170    0.087  999.000    0.046    0.030    0.020    0.039   4
12 43    0.030    0.030    0.032  999.000  999.000    0.161    0.081  999.000    0.046    0.030    0.016    0.044   4
12 44    0.031    0.032    0.038  999.000  999.000    0.184    0.072  999.000    0.050    0.032    0.017    0.038   4
12 45    0.032    0.034    0.047  999.000  999.000    0.258    0.098  999.000    0.055    0.023    0.014    0.035   4
12 46    0.037    0.043    0.048  999.000  999.000    0.172    0.091  999.000    0.055    0.020    0.013    0.043   4
12 47    0.038    0.037    0.053  999.000  999.000    0.155    0.073  999.000    0.045    0.032    0.017    0.045   4
12 48    0.039    0.037    0.055  999.000  999.000    0.146    0.074  999.000    0.030    0.039    0.029    0.033   4
12 49    0.032    0.047    0.029  999.000  999.000    0.101    0.092  999.000    0.051    0.044    0.033    0.020   4
12 50    0.030    0.054    0.013  999.000  999.000    0.140    0.068  999.000    0.064    0.055    0.031    0.022   4
12 51    0.023    0.029    0.017  999.000  999.000    0.248    0.128  999.000    0.067    0.038    0.020    0.024   4
12 52    0.029    0.034    0.032  999.000  999.000    0.136    0.099  999.000    0.034    0.026    0.016    0.034   4
